"","row_NA_count","row_NA_ratio","means_without_na","na_ratio_cat"
"CCBE1",53,0.883333333333333,5.857,1
"NPNT",32,0.533333333333333,5.80928571428571,0
"LRRN1",36,0.6,5.63295833333333,0
"WDR82",0,0,7.79343333333333,-1
"APOOL",56,0.933333333333333,5.96675,1
"BAIAP2L2",9,0.15,6.3523137254902,-1
"ADAMTSL4",30,0.5,5.4874,0
"DPP8",0,0,6.01893333333333,-1
"ATF7IP",0,0,6.42313333333333,-1
"RANBP10",0,0,6.96606666666667,-1
"PACS1",0,0,6.94763333333333,-1
"BCOR",5,0.0833333333333333,5.54141818181818,-1
"MPRIP",0,0,7.3522,-1
"RAB11FIP1",0,0,6.40683333333333,-1
"IGSF10",17,0.283333333333333,5.54951162790698,0
"SOSTDC1",48,0.8,6.52341666666667,0
"RBMS3",42,0.7,6.03027777777778,0
"PRT",6,0.1,7.02887037037037,-1
"DSTYK",9,0.15,5.56935294117647,-1
"DNMBP",1,0.0166666666666667,6.40513559322034,-1
"B3GALTL",11,0.183333333333333,6.52783673469388,-1
"GIGYF2",0,0,7.2252,-1
"CD109",2,0.0333333333333333,6.99808620689655,-1
"THADA",0,0,6.15131666666667,-1
"HSDL2",0,0,7.3333,-1
"CCBL2",0,0,7.29888333333333,-1
"PPP1R21",0,0,6.55866666666667,-1
"CYHR1",0,0,6.43785,-1
"THSD4",17,0.283333333333333,5.69753488372093,0
"TRIM72",42,0.7,5.66238888888889,0
"MEX3B",50,0.833333333333333,5.4549,1
"LIN28B",16,0.266666666666667,6.27534090909091,0
"AEBP2",2,0.0333333333333333,5.84613793103448,-1
"ZNF841",7,0.116666666666667,6.3921320754717,-1
"MACC1",25,0.416666666666667,5.85382857142857,0
"DEF8",44,0.733333333333333,5.673,0
"ZNF574",1,0.0166666666666667,6.25127118644068,-1
"ZFP2",40,0.666666666666667,5.84165,0
"RNF111",28,0.466666666666667,5.296125,0
"NFXL1",15,0.25,5.84426666666667,0
"ATG14",41,0.683333333333333,5.62931578947368,0
"NBEAL2",0,0,5.93858333333333,-1
"FGD5",39,0.65,5.32180952380952,0
"GDPGP1",0,0,6.73725,-1
"LIAT1",31,0.516666666666667,5.94027586206897,0
"C15orf39",22,0.366666666666667,5.637,0
"CCDC73",55,0.916666666666667,5.832,1
"QSOX2",8,0.133333333333333,5.91446153846154,-1
"MMS22L",6,0.1,5.65392592592593,-1
"SRCAP",0,0,6.13141666666667,-1
"FAM83H",7,0.116666666666667,6.73105660377358,-1
"RBPMS2",50,0.833333333333333,6.3171,1
"RINL",45,0.75,5.3278,0
"FAM65A",0,0,6.59833333333333,-1
"NBEAL1",5,0.0833333333333333,5.44998181818182,-1
"WDFY4",7,0.116666666666667,5.27094339622642,-1
"GK5",40,0.666666666666667,5.44335,0
"C1orf122",0,0,7.21415,-1
"MFSD6",35,0.583333333333333,5.5496,0
"ARHGEF18",0,0,6.65615,-1
"TBC1D9",28,0.466666666666667,5.589375,0
"UBR3",1,0.0166666666666667,5.53662711864407,-1
"TMPPE",59,0.983333333333333,6.221,1
"FAM101A",47,0.783333333333333,6.75415384615385,0
"ANKRD13D",30,0.5,5.5057,0
"RASSF6",55,0.916666666666667,5.881,1
"EP400NL",48,0.8,6.17158333333333,0
"TPGS1",39,0.65,5.75961904761905,0
"MSANTD1",25,0.416666666666667,6.52357142857143,0
"KIAA1211",19,0.316666666666667,5.40160975609756,0
"UBN2",7,0.116666666666667,5.35956603773585,-1
"CEP128",8,0.133333333333333,5.39273076923077,-1
"PIK3AP1",7,0.116666666666667,6.01981132075472,-1
"ARHGAP27",12,0.2,5.92641666666667,0
"C11orf57",0,0,6.44071666666667,-1
"FRMD7",39,0.65,6.03171428571429,0
"C15orf52",5,0.0833333333333333,6.52638181818182,-1
"DENND5B",3,0.05,5.5870701754386,-1
"FGD6",5,0.0833333333333333,6.21121818181818,-1
"SH2D5",47,0.783333333333333,5.95407692307692,0
"GPRIN3",52,0.866666666666667,5.716125,1
"ESPNL",23,0.383333333333333,5.57540540540541,0
"NUDT18",36,0.6,5.87325,0
"TOM1L2",0,0,6.85463333333333,-1
"NCCRP1",35,0.583333333333333,6.07352,0
"C16orf86",55,0.916666666666667,5.5948,1
"SYDE1",20,0.333333333333333,5.753325,0
"PAXIP1",1,0.0166666666666667,6.23633898305085,-1
"ANKS3",39,0.65,5.55119047619048,0
"STXBP4",0,0,6.39366666666667,-1
"TMTC3",29,0.483333333333333,5.56716129032258,0
"GTF2H5",1,0.0166666666666667,6.98481355932203,-1
"VPS13C",0,0,6.72703333333333,-1
"ACAD11",20,0.333333333333333,6.0367,0
"USP34",0,0,5.99458333333333,-1
"RAPH1",2,0.0333333333333333,6.65401724137931,-1
"USP54",2,0.0333333333333333,5.74046551724138,-1
"USP43",23,0.383333333333333,5.89962162162162,0
"MOB2",0,0,6.6962,-1
"UNC13D",8,0.133333333333333,6.19990384615385,-1
"CHSY3",38,0.633333333333333,5.89363636363636,0
"IKBIP",5,0.0833333333333333,6.61892727272727,-1
"PREX2",20,0.333333333333333,5.500225,0
"FRA10AC1",6,0.1,6.68448148148148,-1
"UBE2R2",0,0,7.3859,-1
"CYS1",59,0.983333333333333,6.493,1
"KCTD1",32,0.533333333333333,5.90939285714286,0
"HIST2H3A",50,0.833333333333333,6.7349,1
"CENPU",7,0.116666666666667,6.18539622641509,-1
"MED13L",11,0.183333333333333,5.45012244897959,-1
"LARP4",0,0,7.50761666666667,-1
"TMUB2",40,0.666666666666667,6.32665,0
"SLC24A5",58,0.966666666666667,6.3155,1
"MED25",0,0,6.59516666666667,-1
"TUBA1A",0,0,7.9559,-1
"RPS27L",1,0.0166666666666667,7.99893220338983,-1
"CBLL1",0,0,6.7578,-1
"INTS8",0,0,6.3299,-1
"MTSS1L",4,0.0666666666666667,6.53658928571429,-1
"NOL8",0,0,6.29446666666667,-1
"SSH2",2,0.0333333333333333,5.90460344827586,-1
"SPATC1",27,0.45,6.21112121212121,0
"ASXL2",7,0.116666666666667,5.35416981132075,-1
"CCDC80",22,0.366666666666667,5.73552631578947,0
"CEP68",8,0.133333333333333,5.53155769230769,-1
"HECW1",39,0.65,5.35985714285714,0
"SUPT6H",0,0,7.37331666666667,-1
"SND1",0,0,8.52278333333333,-1
"DDX46",0,0,7.96558333333333,-1
"RUFY3",41,0.683333333333333,5.54931578947368,0
"SV2A",46,0.766666666666667,5.708,0
"TRMT10C",2,0.0333333333333333,7.11487931034483,-1
"BZW1",0,0,8.012,-1
"CYB5R4",0,0,6.29395,-1
"MON1B",1,0.0166666666666667,6.37915254237288,-1
"LRRC8D",1,0.0166666666666667,5.78896610169491,-1
"ASRGL1",6,0.1,6.66298148148148,-1
"KCTD9",1,0.0166666666666667,6.28030508474576,-1
"DHX30",0,0,6.91438333333333,-1
"EIF3M",0,0,8.24946666666667,-1
"MEPCE",0,0,7.35408333333333,-1
"C16orf59",22,0.366666666666667,5.64881578947368,0
"ZNF765",51,0.85,5.26933333333333,1
"CENPQ",9,0.15,6.16427450980392,-1
"CDC37L1",1,0.0166666666666667,6.48754237288136,-1
"ZNF771",0,0,6.10801666666667,-1
"PARS2",16,0.266666666666667,5.76675,0
"RSRC2",0,0,7.202,-1
"BEND5",58,0.966666666666667,5.8805,1
"FCRLA",50,0.833333333333333,6.8628,1
"RRAGA",0,0,7.2318,-1
"CYFIP1",0,0,7.5755,-1
"DOK3",43,0.716666666666667,6.03617647058824,0
"NDUFAF7",1,0.0166666666666667,6.13977966101695,-1
"GET4",0,0,7.986,-1
"GDPD3",36,0.6,7.04204166666667,0
"COPS6",0,0,8.10705,-1
"LPCAT2",41,0.683333333333333,5.75321052631579,0
"ENOSF1",6,0.1,6.37912962962963,-1
"MAEA",0,0,6.81101666666667,-1
"EPM2AIP1",0,0,6.8783,-1
"DHX32",4,0.0666666666666667,6.14691071428571,-1
"TAOK1",0,0,6.46501666666667,-1
"RAB11FIP2",20,0.333333333333333,5.5401,0
"SH3BP5L",3,0.05,6.4579649122807,-1
"FASTKD5",6,0.1,6.09151851851852,-1
"DPH6",1,0.0166666666666667,6.67672881355932,-1
"MOB1B",0,0,8.07188333333333,-1
"KDM3B",0,0,6.97155,-1
"CHMP1B",3,0.05,7.42936842105263,-1
"ARC",40,0.666666666666667,6.71125,0
"RASGRP2",16,0.266666666666667,6.06186363636364,0
"RRM2B",0,0,6.86735,-1
"HS2ST1",6,0.1,6.39172222222222,-1
"CHST3",42,0.7,5.87483333333333,0
"STRADA",22,0.366666666666667,5.59489473684211,0
"MICAL3",0,0,6.56391666666667,-1
"BHLHA15",57,0.95,6.62466666666667,1
"DYM",0,0,6.55536666666667,-1
"PHF5A",0,0,8.15281666666667,-1
"AAED1",31,0.516666666666667,6.26410344827586,0
"CATSPER4",33,0.55,5.97414814814815,0
"APTX",2,0.0333333333333333,6.67470689655172,-1
"ERMP1",34,0.566666666666667,5.48080769230769,0
"GPRIN1",16,0.266666666666667,5.18236363636364,0
"TRMT1L",0,0,6.99073333333333,-1
"ZC3HAV1",0,0,7.6076,-1
"MRPL21",0,0,6.91885,-1
"NRK",21,0.35,5.52430769230769,0
"EFTUD1",0,0,7.0198,-1
"MAMDC2",26,0.433333333333333,5.97435294117647,0
"FAM122B",53,0.883333333333333,6.21514285714286,1
"SETX",1,0.0166666666666667,6.13866101694915,-1
"TRAPPC11",0,0,6.52833333333333,-1
"KANSL1",0,0,6.052,-1
"NUP54",0,0,7.67183333333333,-1
"ATG9A",0,0,6.13231666666667,-1
"C14orf159",12,0.2,5.80904166666667,0
"CCDC186",0,0,6.12003333333333,-1
"ARMC9",1,0.0166666666666667,6.54966101694915,-1
"PRICKLE2",34,0.566666666666667,5.80865384615385,0
"ANKRD33",59,0.983333333333333,6.273,1
"C16orf62",2,0.0333333333333333,6.59091379310345,-1
"RGPD4",57,0.95,5.30566666666667,1
"POGZ",0,0,6.80546666666667,-1
"MIER3",8,0.133333333333333,6.06221153846154,-1
"ZFYVE16",0,0,6.70273333333333,-1
"MON2",0,0,6.7985,-1
"UBE3B",6,0.1,5.6447037037037,-1
"DENND4A",1,0.0166666666666667,6.83154237288136,-1
"MYH14",0,0,7.45751666666667,-1
"NUFIP2",0,0,7.62585,-1
"SZRD1",0,0,7.65105,-1
"MAVS",9,0.15,6.24276470588235,-1
"CLASP1",0,0,6.91295,-1
"BNIPL",45,0.75,5.67013333333333,0
"DHX29",0,0,6.99665,-1
"NPHP3",24,0.4,5.55683333333333,0
"LRP10",49,0.816666666666667,5.97445454545455,1
"COMMD6",2,0.0333333333333333,7.02810344827586,-1
"TRMT11",0,0,6.31905,-1
"HDDC2",0,0,7.60261666666667,-1
"HAUS6",0,0,6.69201666666667,-1
"KDELC2",1,0.0166666666666667,6.96061016949153,-1
"LIMS2",28,0.466666666666667,6.02440625,0
"TRIM46",3,0.05,6.22364912280702,-1
"TTC21B",10,0.166666666666667,5.58964,-1
"HEATR3",0,0,6.98831666666667,-1
"C6orf120",52,0.866666666666667,6.6015,1
"KIF21A",1,0.0166666666666667,6.30162711864407,-1
"HDGFRP2",0,0,7.60623333333333,-1
"DCXR",0,0,7.43878333333333,-1
"BRAP",0,0,6.80775,-1
"ZNF804A",15,0.25,5.7714,0
"EMSY",1,0.0166666666666667,6.10705084745763,-1
"AK",53,0.883333333333333,5.21128571428571,1
"GOLGA7",18,0.3,5.82626190476191,0
"ARHGAP22",12,0.2,6.16735416666667,0
"RAI1",0,0,6.23588333333333,-1
"WAPAL",0,0,7.04043333333333,-1
"R3HCC1L",6,0.1,5.99251851851852,-1
"IRF2BP2",40,0.666666666666667,5.30355,0
"CPEB2",7,0.116666666666667,6.19466037735849,-1
"APBB1IP",14,0.233333333333333,6.47508695652174,0
"WDR53",32,0.533333333333333,5.91732142857143,0
"KCTD20",16,0.266666666666667,5.90643181818182,0
"SNX20",44,0.733333333333333,6.0913125,0
"CAMKMT",22,0.366666666666667,5.81665789473684,0
"CCDC91",9,0.15,6.26560784313726,-1
"SRGAP1",2,0.0333333333333333,6.31986206896552,-1
"RBBP6",0,0,6.88603333333333,-1
"ARHGAP30",13,0.216666666666667,5.67917021276596,0
"C5orf24",2,0.0333333333333333,6.83277586206897,-1
"SH3RF1",3,0.05,5.85980701754386,-1
"UBE3D",25,0.416666666666667,5.8438,0
"TSEN54",1,0.0166666666666667,6.30045762711864,-1
"PTAR1",1,0.0166666666666667,6.56969491525424,-1
"ARPIN",8,0.133333333333333,6.68336538461538,-1
"TECPR1",4,0.0666666666666667,5.82385714285714,-1
"RABEPK",0,0,7.05436666666667,-1
"FBXO33",48,0.8,5.12233333333333,0
"MILR1",59,0.983333333333333,5.996,1
"MTERF4",37,0.616666666666667,5.65291304347826,0
"RAB44",16,0.266666666666667,6.07947727272727,0
"ADAT2",26,0.433333333333333,6.12717647058824,0
"HUWE1",0,0,7.54095,-1
"YTHDF3",0,0,7.91903333333333,-1
"CNTRL",4,0.0666666666666667,5.58557142857143,-1
"CTU1",0,0,7.01098333333333,-1
"PXK",2,0.0333333333333333,6.29648275862069,-1
"FILIP1",9,0.15,5.88511764705882,-1
"TAF8",0,0,6.3755,-1
"UBE2Q1",0,0,7.09506666666667,-1
"KIAA0907",0,0,6.49715,-1
"MRPL55",3,0.05,6.68115789473684,-1
"ABI3BP",43,0.716666666666667,5.68688235294118,0
"VPS13B",1,0.0166666666666667,5.334,-1
"TMED4",2,0.0333333333333333,6.84772413793103,-1
"MRPL10",16,0.266666666666667,6.24611363636364,0
"CMC1",4,0.0666666666666667,7.11817857142857,-1
"ZNF467",45,0.75,5.17053333333333,0
"CENPV",42,0.7,6.46988888888889,0
"SLFN11",5,0.0833333333333333,6.08292727272727,-1
"ZER1",5,0.0833333333333333,5.70669090909091,-1
"C11orf96",57,0.95,5.844,1
"GALNT5",25,0.416666666666667,5.61025714285714,0
"TMEM179B",28,0.466666666666667,6.325375,0
"RALYL",30,0.5,6.29653333333333,0
"PCGF5",3,0.05,6.2750350877193,-1
"GALNT7",4,0.0666666666666667,6.21885714285714,-1
"AMIGO2",46,0.766666666666667,5.39635714285714,0
"PHLDB2",53,0.883333333333333,5.26871428571429,1
"GPR126",25,0.416666666666667,5.72571428571429,0
"SDCCAG8",25,0.416666666666667,5.74605714285714,0
"GALNT10",28,0.466666666666667,5.6265625,0
"C14orf80",3,0.05,6.26840350877193,-1
"GLRX5",1,0.0166666666666667,7.5508813559322,-1
"TRAPPC6B",2,0.0333333333333333,6.72634482758621,-1
"ZBTB33",15,0.25,5.62875555555556,0
"DAAM2",33,0.55,5.47566666666667,0
"KIAA1328",41,0.683333333333333,5.15789473684211,0
"ALPK2",23,0.383333333333333,5.38659459459459,0
"PATL1",0,0,7.19385,-1
"MYPN",46,0.766666666666667,5.77392857142857,0
"PEG10",4,0.0666666666666667,7.04792857142857,-1
"TBC1D1",6,0.1,5.68787037037037,-1
"DPP9",0,0,7.20628333333333,-1
"TRPT1",7,0.116666666666667,6.39352830188679,-1
"PRUNE",0,0,6.64353333333333,-1
"MRPL52",21,0.35,6.80961538461538,0
"SETD3",0,0,7.11185,-1
"TTC7B",16,0.266666666666667,5.57175,0
"ACOT1",4,0.0666666666666667,6.92710714285714,-1
"RBM23",8,0.133333333333333,5.98894230769231,-1
"ISCA2",6,0.1,6.40681481481481,-1
"NOP9",0,0,6.78465,-1
"PABPN1",9,0.15,6.61135294117647,-1
"METTL3",0,0,7.20526666666667,-1
"LDB1",4,0.0666666666666667,6.18880357142857,-1
"PBRM1",1,0.0166666666666667,6.51003389830508,-1
"YRDC",0,0,7.06246666666667,-1
"PRPF39",0,0,6.7456,-1
"RPAIN",0,0,7.0203,-1
"SAPCD2",0,0,6.26938333333333,-1
"MTDH",3,0.05,6.33236842105263,-1
"TLK2",0,0,6.4326,-1
"ZNF598",0,0,6.9341,-1
"AGPAT6",57,0.95,5.79633333333333,1
"MAGI2",53,0.883333333333333,5.74428571428571,1
"RTN4RL2",47,0.783333333333333,5.93446153846154,0
"KTN1",0,0,6.83396666666667,-1
"ZFHX4",29,0.483333333333333,4.90516129032258,0
"LHFPL3",50,0.833333333333333,6.3403,1
"ZNF589",46,0.766666666666667,5.3685,0
"SMG6",1,0.0166666666666667,6.05710169491525,-1
"CCDC84",34,0.566666666666667,6.04061538461538,0
"BCL9L",1,0.0166666666666667,6.36883050847458,-1
"PHLDB1",1,0.0166666666666667,6.51647457627119,-1
"USP48",0,0,6.68035,-1
"N4BP2",16,0.266666666666667,5.46336363636364,0
"CADPS2",17,0.283333333333333,5.86353488372093,0
"DTX2",0,0,6.41308333333333,-1
"ITIH5",33,0.55,5.54818518518518,0
"STK32C",14,0.233333333333333,5.97989130434783,0
"FERMT3",7,0.116666666666667,6.29362264150943,-1
"FAM83A",26,0.433333333333333,5.98094117647059,0
"A40",0,0,6.60131666666667,-1
"NT5DC3",2,0.0333333333333333,6.16236206896552,-1
"AACS",2,0.0333333333333333,7.07636206896552,-1
"LUZP1",0,0,7.33883333333333,-1
"PNMAL1",47,0.783333333333333,5.87653846153846,0
"ALYREF",0,0,8.41743333333333,-1
"FAM160B2",5,0.0833333333333333,5.67067272727273,-1
"MDP1",0,0,6.66323333333333,-1
"IQGAP3",0,0,6.4657,-1
"ZNF410",25,0.416666666666667,5.3636,0
"ZC3H18",0,0,7.30828333333333,-1
"VPS36",0,0,7.1608,-1
"TAX1BP1",0,0,6.81301666666667,-1
"PACS2",9,0.15,5.6768431372549,-1
"CAND1",0,0,8.1733,-1
"LCA5",55,0.916666666666667,5.7848,1
"GLCCI1",9,0.15,5.80182352941176,-1
"TXNRD3",30,0.5,5.70096666666667,0
"FAM134C",43,0.716666666666667,5.68347058823529,0
"HOOK3",0,0,7.06695,-1
"COMTD1",56,0.933333333333333,6.027,1
"RTTN",0,0,7.01361666666667,-1
"SESTD1",10,0.166666666666667,5.61782,-1
"COMMD7",0,0,6.85066666666667,-1
"MON1A",19,0.316666666666667,5.99736585365854,0
"TSPYL5",32,0.533333333333333,6.27082142857143,0
"SGMS1",44,0.733333333333333,5.3778125,0
"NLRP10",14,0.233333333333333,6.10836956521739,0
"AMZ2",2,0.0333333333333333,6.4003275862069,-1
"THOC6",0,0,7.39673333333333,-1
"METTL16",0,0,6.88481666666667,-1
"PARG",0,0,6.67831666666667,-1
"PPFIBP1",20,0.333333333333333,5.78685,0
"BPHL",4,0.0666666666666667,6.70651785714286,-1
"LONP2",3,0.05,5.92417543859649,-1
"ZC3HC1",0,0,7.08688333333333,-1
"OSTM1",33,0.55,6.28540740740741,0
"PPP1R27",57,0.95,6.338,1
"SBF2",8,0.133333333333333,4.96834615384615,-1
"RASSF3",33,0.55,6.10744444444444,0
"CHD1L",0,0,6.57331666666667,-1
"FCHSD1",9,0.15,5.90154901960784,-1
"GPBP1",22,0.366666666666667,5.87313157894737,0
"NR2C2AP",0,0,7.34388333333333,-1
"CCDC25",0,0,7.4024,-1
"PROSER2",10,0.166666666666667,6.65852,-1
"SKAP1",56,0.933333333333333,5.75725,1
"TMEM173",55,0.916666666666667,5.9954,1
"COA5",31,0.516666666666667,6.43686206896552,0
"RPS19BP1",0,0,6.9763,-1
"HEATR4",59,0.983333333333333,5.566,1
"CDR2L",5,0.0833333333333333,6.14547272727273,-1
"RALGAPB",0,0,6.1289,-1
"RALGPS2",8,0.133333333333333,6.12088461538462,-1
"LSR",6,0.1,6.17005555555556,-1
"ERICH1",1,0.0166666666666667,6.49698305084746,-1
"CARM1",0,0,7.68346666666667,-1
"NIT1",0,0,7.25613333333333,-1
"COMMD2",0,0,7.09471666666667,-1
"CIR1",9,0.15,5.93886274509804,-1
"HEATR5A",1,0.0166666666666667,5.97966101694915,-1
"FAM131B",59,0.983333333333333,5.907,1
"SNX32",46,0.766666666666667,5.3435,0
"HOGA1",0,0,6.62816666666667,-1
"NCAPG2",1,0.0166666666666667,6.48442372881356,-1
"GAS2L3",2,0.0333333333333333,6.74813793103448,-1
"FBXO11",2,0.0333333333333333,6.05943103448276,-1
"SFR1",9,0.15,6.06237254901961,-1
"ANKLE2",0,0,6.29998333333333,-1
"PROSER1",22,0.366666666666667,5.88976315789474,0
"MEX3D",0,0,7.488,-1
"PLA2G4D",59,0.983333333333333,5.611,1
"DGKH",7,0.116666666666667,5.70305660377359,-1
"DDX42",0,0,7.76011666666667,-1
"TICAM2",57,0.95,6.33266666666667,1
"CEP57",25,0.416666666666667,5.74077142857143,0
"RNF130",59,0.983333333333333,6.015,1
"ZNF677",59,0.983333333333333,6.767,1
"FRAS1",28,0.466666666666667,5.311875,0
"SPATS2",0,0,6.97271666666667,-1
"VRK2",46,0.766666666666667,5.67592857142857,0
"DZIP3",19,0.316666666666667,5.33239024390244,0
"GPR97",30,0.5,5.9628,0
"CACUL1",4,0.0666666666666667,6.48092857142857,-1
"NDUFA11",39,0.65,6.06742857142857,0
"DAF5",0,0,7.27758333333333,-1
"PTRH1",4,0.0666666666666667,6.58701785714286,-1
"STX12",0,0,7.15358333333333,-1
"KIF18B",9,0.15,5.6151568627451,-1
"ERO1LB",14,0.233333333333333,6.12189130434783,0
"PTOV1",8,0.133333333333333,6.08298076923077,-1
"ZNF573",57,0.95,5.91166666666667,1
"PDSS2",27,0.45,5.75848484848485,0
"TDRP",25,0.416666666666667,6.3978,0
"HOMER1",1,0.0166666666666667,6.64825423728814,-1
"GATAD2A",0,0,7.26,-1
"CPNE8",38,0.633333333333333,5.67886363636364,0
"GPSM1",7,0.116666666666667,6.25754716981132,-1
"RAB11FIP4",4,0.0666666666666667,5.86869642857143,-1
"RAB43",28,0.466666666666667,5.93621875,0
"C2CD5",0,0,6.52428333333333,-1
"MIB1",0,0,6.25223333333333,-1
"RASAL3",29,0.483333333333333,5.59206451612903,0
"SGK223",9,0.15,5.81505882352941,-1
"HPS6",0,0,6.19316666666667,-1
"DCP2",8,0.133333333333333,6.09786538461538,-1
"IRF2BP1",0,0,6.93595,-1
"CAMK1D",19,0.316666666666667,6.37685365853659,0
"RHPN2",3,0.05,6.50984210526316,-1
"TICAM1",58,0.966666666666667,6.121,1
"ERC1",0,0,7.10675,-1
"RNF135",41,0.683333333333333,5.39547368421053,0
"TGIF2LX",47,0.783333333333333,6.23961538461538,0
"HIST2H2AB",1,0.0166666666666667,8.17376271186441,-1
"MI",0,0,7.24725,-1
"RBM45",0,0,6.70958333333333,-1
"ZDHHC13",4,0.0666666666666667,5.92476785714286,-1
"CRLF3",0,0,7.04853333333333,-1
"SIAH1",20,0.333333333333333,5.967425,0
"TRAPPC5",0,0,7.37423333333333,-1
"ARMC8",0,0,6.7702,-1
"RELL1",44,0.733333333333333,5.9856875,0
"APOBEC3F",24,0.4,5.75963888888889,0
"AEBP1",8,0.133333333333333,5.55788461538462,-1
"PHYKPL",22,0.366666666666667,5.55960526315789,0
"LURAP1L",54,0.9,6.18966666666667,1
"TBC1D10C",52,0.866666666666667,5.575625,1
"PLD3",2,0.0333333333333333,6.74301724137931,-1
"LACC1",23,0.383333333333333,5.60259459459459,0
"HID1",20,0.333333333333333,6.219025,0
"ANKMY2",0,0,7.00398333333333,-1
"ERI1",0,0,7.00591666666667,-1
"LYSMD2",3,0.05,6.61091228070175,-1
"DENND1C",11,0.183333333333333,6.21685714285714,-1
"PRR15",44,0.733333333333333,6.9999375,0
"VRK3",2,0.0333333333333333,6.29946551724138,-1
"LIX1L",15,0.25,6.19022222222222,0
"NUDCD3",0,0,7.2835,-1
"PLEKHH2",46,0.766666666666667,5.46942857142857,0
"AHK2",0,0,6.506,-1
"FMNL3",14,0.233333333333333,6.02234782608696,0
"SAMD9L",5,0.0833333333333333,5.41821818181818,-1
"FOXP4",3,0.05,6.03619298245614,-1
"MMAA",15,0.25,5.96171111111111,0
"MAP4K3",0,0,6.06155,-1
"NOSTRIN",20,0.333333333333333,6.72465,0
"SLC41A1",33,0.55,7.18092592592593,0
"V3",22,0.366666666666667,5.20905263157895,0
"V2",24,0.4,5.28325,0
"LEPREL1",5,0.0833333333333333,6.56245454545455,-1
"LEPREL2",4,0.0666666666666667,6.196375,-1
"CCDC50",0,0,7.62883333333333,-1
"SBSPON",46,0.766666666666667,5.93135714285714,0
"MCAT",2,0.0333333333333333,6.66768965517241,-1
"MISP",20,0.333333333333333,6.814425,0
"KSR1",21,0.35,5.59271794871795,0
"HERC6",16,0.266666666666667,5.78259090909091,0
"GID4",36,0.6,5.95879166666667,0
"APLF",19,0.316666666666667,5.57734146341463,0
"CEP97",0,0,6.3451,-1
"ZNF695",20,0.333333333333333,6.062025,0
"CARKD",0,0,6.92951666666667,-1
"FAM219A",49,0.816666666666667,6.33363636363636,1
"GLB1L2",56,0.933333333333333,5.84275,1
"WDR75",0,0,7.14123333333333,-1
"MFN1",0,0,6.29283333333333,-1
"SLC44A2",35,0.583333333333333,5.60936,0
"ITPRIP",59,0.983333333333333,5.38,1
"WDFY1",0,0,7.44471666666667,-1
"MAP7D3",2,0.0333333333333333,6.00346551724138,-1
"CCDC117",0,0,6.6491,-1
"FAM114A1",1,0.0166666666666667,7.28818644067797,-1
"PLEKHM2",1,0.0166666666666667,5.97559322033898,-1
"FOXRED2",23,0.383333333333333,5.58562162162162,0
"DENND6A",18,0.3,5.76816666666667,0
"WDR63",1,0.0166666666666667,5.98123728813559,-1
"MGA",1,0.0166666666666667,5.65976271186441,-1
"GCC2",0,0,6.7626,-1
"HSCB",14,0.233333333333333,6.07217391304348,0
"BRSK2",23,0.383333333333333,5.99121621621622,0
"ZC3H7A",0,0,6.64895,-1
"PHF6",0,0,7.56941666666667,-1
"ZBTB8OS",1,0.0166666666666667,6.93064406779661,-1
"CUL9",0,0,5.7683,-1
"LRRC8A",43,0.716666666666667,5.37811764705882,0
"LMTK2",53,0.883333333333333,5.05971428571429,1
"SULF2",27,0.45,5.85209090909091,0
"SULF1",13,0.216666666666667,6.35359574468085,0
"UBR1",0,0,6.44671666666667,-1
"UBR2",0,0,6.28798333333333,-1
"ARHGAP12",47,0.783333333333333,5.63330769230769,0
"CHERP",0,0,7.66273333333333,-1
"ZSCAN29",28,0.466666666666667,5.11359375,0
"CDAN1",4,0.0666666666666667,6.03776785714286,-1
"ANKHD1",56,0.933333333333333,6.096,1
"SUGP1",0,0,6.89586666666667,-1
"SUGP2",0,0,7.07401666666667,-1
"WWC1",3,0.05,6.05024561403509,-1
"UEVLD",1,0.0166666666666667,6.55435593220339,-1
"ZFPM1",20,0.333333333333333,5.097875,0
"CCAR1",0,0,7.66078333333333,-1
"DHX40",1,0.0166666666666667,5.92725423728814,-1
"SCUBE3",52,0.866666666666667,5.3685,1
"SKA3",1,0.0166666666666667,6.79777966101695,-1
"DJC10",0,0,7.13043333333333,-1
"NELFCD",0,0,7.38103333333333,-1
"RHOT2",15,0.25,5.82877777777778,0
"RHOT1",12,0.2,5.83689583333333,0
"SIRT2",2,0.0333333333333333,6.33931034482759,-1
"PHC2",0,0,6.82005,-1
"GALNT12",24,0.4,5.93297222222222,0
"MSRB3",10,0.166666666666667,7.04788,-1
"BAP18",1,0.0166666666666667,7.44420338983051,-1
"MRPL41",1,0.0166666666666667,7.26422033898305,-1
"NRM",43,0.716666666666667,6.43364705882353,0
"C9orf40",18,0.3,6.47192857142857,0
"GPALPP1",3,0.05,6.52275438596491,-1
"KLHL7",2,0.0333333333333333,6.12608620689655,-1
"PARP9",1,0.0166666666666667,6.49635593220339,-1
"PALM2",42,0.7,6.00805555555556,0
"FAM126B",23,0.383333333333333,5.6092972972973,0
"RBM12B",0,0,6.9435,-1
"SLC35F2",41,0.683333333333333,6.17326315789474,0
"KLHDC8B",55,0.916666666666667,5.7548,1
"RPAP2",1,0.0166666666666667,5.95423728813559,-1
"ZC3H3",6,0.1,5.69953703703704,-1
"PNPLA6",17,0.283333333333333,5.41269767441861,0
