"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal","no_Breast","no_CNS","no_Colon","no_Leukemia","no_Melanoma","no_Non-Small Cell Lung","no_Ovarian","no_Renal"
"MECP2",0.333333333333333,0.166666666666667,0.428571428571429,0.166666666666667,0.222222222222222,0.222222222222222,0.428571428571429,0.375,0.277777777777778,0.296296296296296,0.264150943396226,0.296296296296296,0.294117647058824,0.294117647058824,0.264150943396226,0.269230769230769
"HCFC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRAK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAV2",0.333333333333333,0,0.142857142857143,0.833333333333333,0.111111111111111,0.111111111111111,0.142857142857143,0.375,0.240740740740741,0.277777777777778,0.264150943396226,0.185185185185185,0.274509803921569,0.274509803921569,0.264150943396226,0.230769230769231
"ALDH3A2",0,0,0,0.166666666666667,0,0,0,0.125,0.037037037037037,0.037037037037037,0.0377358490566038,0.0185185185185185,0.0392156862745098,0.0392156862745098,0.0377358490566038,0.0192307692307692
"ALDH5A1",0.333333333333333,0.5,0,0,0.555555555555556,0,0,0.125,0.166666666666667,0.148148148148148,0.207547169811321,0.203703703703704,0.117647058823529,0.215686274509804,0.207547169811321,0.192307692307692
"HSD17B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2D1",0.333333333333333,0.666666666666667,0.571428571428571,0.5,0.333333333333333,0.777777777777778,0.571428571428571,0.625,0.592592592592593,0.555555555555556,0.566037735849057,0.574074074074074,0.607843137254902,0.529411764705882,0.566037735849057,0.557692307692308
"GPM6A",1,0.5,0.857142857142857,0.666666666666667,1,0.444444444444444,0.857142857142857,1,0.759259259259259,0.814814814814815,0.773584905660377,0.796296296296296,0.745098039215686,0.843137254901961,0.773584905660377,0.75
"SUOX",0.5,0.666666666666667,0.285714285714286,0.666666666666667,1,0.555555555555556,0.142857142857143,0.375,0.537037037037037,0.518518518518518,0.566037735849057,0.518518518518518,0.450980392156863,0.529411764705882,0.584905660377358,0.557692307692308
"SGSH",0.333333333333333,0.5,1,0.833333333333333,0.222222222222222,0.777777777777778,0.857142857142857,0.375,0.62962962962963,0.611111111111111,0.547169811320755,0.574074074074074,0.666666666666667,0.568627450980392,0.566037735849057,0.634615384615385
"STAT5B",0,0,0.142857142857143,0,0,0,0,0,0.037037037037037,0.037037037037037,0.0188679245283019,0.037037037037037,0.0392156862745098,0.0392156862745098,0.0377358490566038,0.0384615384615385
"USP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNQ1",0.166666666666667,0.166666666666667,0,0.166666666666667,0.222222222222222,0.444444444444444,0.285714285714286,0.25,0.240740740740741,0.240740740740741,0.264150943396226,0.240740740740741,0.235294117647059,0.196078431372549,0.226415094339623,0.230769230769231
"CLCN3",0.166666666666667,0.333333333333333,0,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0.5,0.203703703703704,0.185185185185185,0.226415094339623,0.203703703703704,0.215686274509804,0.215686274509804,0.207547169811321,0.153846153846154
"CLCN7",0.166666666666667,0.666666666666667,0.857142857142857,0.166666666666667,0.222222222222222,0.222222222222222,0.428571428571429,0.5,0.425925925925926,0.37037037037037,0.339622641509434,0.425925925925926,0.431372549019608,0.431372549019608,0.39622641509434,0.384615384615385
"DYNLT3",0.333333333333333,0,0,0.333333333333333,0.111111111111111,0,0,0,0.0555555555555556,0.0925925925925926,0.0943396226415094,0.0555555555555556,0.0784313725490196,0.0980392156862745,0.0943396226415094,0.0961538461538462
"VAMP7",0,0,0,0,0,0,0,0.125,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0
"GPR143",1,1,0.857142857142857,0.833333333333333,0.333333333333333,0.888888888888889,0.857142857142857,0.875,0.777777777777778,0.777777777777778,0.792452830188679,0.796296296296296,0.882352941176471,0.784313725490196,0.792452830188679,0.788461538461538
"RPS6KA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMX",0.333333333333333,0.333333333333333,0.571428571428571,0,0,0.444444444444444,0.571428571428571,0.375,0.333333333333333,0.333333333333333,0.30188679245283,0.37037037037037,0.392156862745098,0.313725490196078,0.30188679245283,0.326923076923077
"AFF2",0.833333333333333,0.833333333333333,0.714285714285714,0.666666666666667,0.444444444444444,0.666666666666667,0.857142857142857,0.75,0.703703703703704,0.703703703703704,0.716981132075472,0.722222222222222,0.764705882352941,0.725490196078431,0.69811320754717,0.711538461538462
"AFF1",0.666666666666667,0.833333333333333,0.428571428571429,0.333333333333333,0.444444444444444,0.666666666666667,0.571428571428571,0.375,0.537037037037037,0.518518518518518,0.566037735849057,0.574074074074074,0.568627450980392,0.529411764705882,0.547169811320755,0.576923076923077
"NR0B1",0.166666666666667,0.666666666666667,0.714285714285714,0.666666666666667,0.555555555555556,0.222222222222222,0.428571428571429,0.375,0.481481481481481,0.425925925925926,0.415094339622642,0.425925925925926,0.431372549019608,0.490196078431373,0.452830188679245,0.461538461538462
"AKR1D1",0.333333333333333,0.333333333333333,0.285714285714286,0.333333333333333,0.888888888888889,0.222222222222222,0.285714285714286,0.5,0.425925925925926,0.425925925925926,0.433962264150943,0.425925925925926,0.333333333333333,0.450980392156863,0.433962264150943,0.403846153846154
"HDGF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUM",0.833333333333333,0.166666666666667,0.714285714285714,0.833333333333333,0.555555555555556,0.777777777777778,0.714285714285714,0.75,0.648148148148148,0.722222222222222,0.660377358490566,0.648148148148148,0.686274509803922,0.647058823529412,0.660377358490566,0.653846153846154
"PRELP",0.833333333333333,0.833333333333333,1,1,1,1,1,1,0.981481481481482,0.981481481481482,0.962264150943396,0.962962962962963,0.96078431372549,0.96078431372549,0.962264150943396,0.961538461538462
"CNN1",0,0,0,0,0.222222222222222,0,0,0,0.037037037037037,0.037037037037037,0.0377358490566038,0.037037037037037,0,0.0392156862745098,0.0377358490566038,0.0384615384615385
"CCNH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEK2",0.833333333333333,0.833333333333333,0.571428571428571,0.666666666666667,1,0.888888888888889,0.428571428571429,0.875,0.777777777777778,0.777777777777778,0.811320754716981,0.796296296296296,0.745098039215686,0.764705882352941,0.830188679245283,0.769230769230769
"NEK3",0.166666666666667,0.333333333333333,0,0.333333333333333,0.777777777777778,0,0.142857142857143,0,0.222222222222222,0.203703703703704,0.245283018867925,0.203703703703704,0.117647058823529,0.254901960784314,0.226415094339623,0.25
"NEK4",0,0,0,0.333333333333333,0,0.111111111111111,0.142857142857143,0.25,0.111111111111111,0.111111111111111,0.113207547169811,0.0740740740740741,0.117647058823529,0.0980392156862745,0.0943396226415094,0.0769230769230769
"UBE2E1",0,0,0,0,0,0,0,0.125,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0
"NDUFA8",0,0,0,0,0,0,0,0.125,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0
"HNRNPA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAP1GDS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAK3",0.333333333333333,0.666666666666667,0.428571428571429,0.166666666666667,0.444444444444444,0.444444444444444,0.571428571428571,0.5,0.462962962962963,0.425925925925926,0.452830188679245,0.481481481481481,0.450980392156863,0.450980392156863,0.433962264150943,0.442307692307692
"DGKE",1,1,1,1,1,1,1,0.875,0.962962962962963,0.962962962962963,0.962264150943396,0.962962962962963,0.96078431372549,0.96078431372549,0.962264150943396,0.980769230769231
"POLR2H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLR2J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP2K6",0.666666666666667,0.333333333333333,0.428571428571429,0.333333333333333,0.111111111111111,0.444444444444444,0.571428571428571,0.375,0.37037037037037,0.407407407407407,0.39622641509434,0.407407407407407,0.450980392156863,0.392156862745098,0.377358490566038,0.403846153846154
"ARHGDIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGDIB",0,0.166666666666667,0.285714285714286,0,0.444444444444444,0.222222222222222,0,0.25,0.203703703703704,0.185185185185185,0.169811320754717,0.203703703703704,0.137254901960784,0.176470588235294,0.207547169811321,0.173076923076923
"SLC7A2",0.833333333333333,1,0.571428571428571,0.5,1,0.777777777777778,0.857142857142857,0.625,0.759259259259259,0.740740740740741,0.792452830188679,0.796296296296296,0.725490196078431,0.764705882352941,0.754716981132076,0.788461538461538
"AGFG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTF2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTF2A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAV2",0.666666666666667,0.666666666666667,0.428571428571429,0.833333333333333,0.777777777777778,0.888888888888889,0.857142857142857,0.75,0.759259259259259,0.759259259259259,0.792452830188679,0.740740740740741,0.745098039215686,0.725490196078431,0.735849056603774,0.75
"ZNF131",0,0,0,0,0.222222222222222,0.111111111111111,0,0.25,0.0925925925925926,0.0925925925925926,0.0943396226415094,0.0925925925925926,0.0588235294117647,0.0784313725490196,0.0943396226415094,0.0576923076923077
"ZNF143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN2",0.666666666666667,0.166666666666667,0.571428571428571,0.5,0,0.333333333333333,0.428571428571429,0.375,0.351851851851852,0.407407407407407,0.358490566037736,0.37037037037037,0.450980392156863,0.392156862745098,0.377358490566038,0.384615384615385
"HRSP12",0,0,0,0,0.111111111111111,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0,0.0196078431372549,0.0188679245283019,0.0192307692307692
"SMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HK3",1,1,0.714285714285714,0.833333333333333,0.444444444444444,1,1,0.625,0.777777777777778,0.777777777777778,0.811320754716981,0.796296296296296,0.862745098039216,0.764705882352941,0.773584905660377,0.826923076923077
"EFNB2",1,1,1,1,1,1,1,0.875,0.981481481481482,0.981481481481482,0.981132075471698,0.981481481481482,0.980392156862745,0.980392156862745,0.981132075471698,1
"MRPL12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STC1",0.5,0.333333333333333,1,0.666666666666667,0.777777777777778,0.666666666666667,0.714285714285714,0.875,0.740740740740741,0.759259259259259,0.679245283018868,0.722222222222222,0.705882352941177,0.725490196078431,0.716981132075472,0.692307692307692
"DGKQ",0,0,0,0,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"NDST1",0.833333333333333,0.666666666666667,0.571428571428571,0.833333333333333,0.333333333333333,0.888888888888889,0.714285714285714,0.5,0.648148148148148,0.666666666666667,0.679245283018868,0.648148148148148,0.725490196078431,0.627450980392157,0.660377358490566,0.692307692307692
"THOP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKR1C2",0.333333333333333,0,0.285714285714286,0.5,0.222222222222222,0.111111111111111,0.142857142857143,0.5,0.259259259259259,0.296296296296296,0.264150943396226,0.240740740740741,0.274509803921569,0.294117647058824,0.283018867924528,0.230769230769231
"CAPZA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMGA2",0.166666666666667,0,0,0.333333333333333,0,0.111111111111111,0,0,0.0555555555555556,0.0740740740740741,0.0754716981132075,0.037037037037037,0.0784313725490196,0.0588235294117647,0.0754716981132075,0.0769230769230769
"CRIP2",0,0,0.285714285714286,0.5,0.222222222222222,0,0,0,0.12962962962963,0.12962962962963,0.0943396226415094,0.0740740740740741,0.0980392156862745,0.137254901960784,0.132075471698113,0.134615384615385
"PDX1",0.833333333333333,0.833333333333333,0.571428571428571,0.333333333333333,0.777777777777778,0.555555555555556,0.714285714285714,0.875,0.685185185185185,0.685185185185185,0.716981132075472,0.740740740740741,0.686274509803922,0.725490196078431,0.69811320754717,0.673076923076923
"NUP98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBX2",1,0.833333333333333,1,1,1,0.888888888888889,1,0.75,0.925925925925926,0.944444444444444,0.924528301886792,0.925925925925926,0.92156862745098,0.941176470588235,0.924528301886792,0.961538461538462
"BLVRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A1",0.166666666666667,0.333333333333333,0,0,0,0.222222222222222,0,0.375,0.12962962962963,0.111111111111111,0.150943396226415,0.148148148148148,0.156862745098039,0.117647058823529,0.150943396226415,0.0961538461538462
"PPP5C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAPK1",0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0.125,0.0555555555555556,0.0555555555555556,0.0754716981132075,0.0555555555555556,0.0784313725490196,0.0784313725490196,0.0754716981132075,0.0576923076923077
"ARFIP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARFIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACLY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOSB",0.5,0.333333333333333,0.142857142857143,0.5,0.555555555555556,0.444444444444444,0.428571428571429,0.375,0.388888888888889,0.407407407407407,0.433962264150943,0.388888888888889,0.372549019607843,0.392156862745098,0.39622641509434,0.403846153846154
"METAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUCLG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGGT1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RABGGTB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTSC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIMK1",0.333333333333333,0,0.285714285714286,0.333333333333333,0,0.111111111111111,0,0,0.0925925925925926,0.12962962962963,0.0943396226415094,0.0925925925925926,0.137254901960784,0.117647058823529,0.132075471698113,0.134615384615385
"LIMK2",1,1,0.857142857142857,0.833333333333333,1,1,1,1,0.962962962962963,0.962962962962963,0.981132075471698,0.981481481481482,0.96078431372549,0.96078431372549,0.962264150943396,0.961538461538462
"CRYBB1",0.833333333333333,1,0.714285714285714,0.833333333333333,0.555555555555556,0.444444444444444,0.571428571428571,1,0.722222222222222,0.703703703703704,0.735849056603774,0.722222222222222,0.764705882352941,0.784313725490196,0.754716981132076,0.692307692307692
"CLTCL1",0,0,0.142857142857143,0.166666666666667,0,0.111111111111111,0,0,0.0555555555555556,0.0555555555555556,0.0377358490566038,0.037037037037037,0.0588235294117647,0.0392156862745098,0.0566037735849057,0.0576923076923077
"AP3M2",0.166666666666667,0,0.142857142857143,0.333333333333333,0,0,0,0,0.0740740740740741,0.0925925925925926,0.0754716981132075,0.0555555555555556,0.0980392156862745,0.0980392156862745,0.0943396226415094,0.0961538461538462
"AP2S1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HCCS",0,0,0,0,0,0.111111111111111,0,0,0.037037037037037,0.037037037037037,0.0377358490566038,0.037037037037037,0.0392156862745098,0.0196078431372549,0.0377358490566038,0.0384615384615385
"MAPK12",0.666666666666667,0.333333333333333,0.571428571428571,0.5,0.666666666666667,0.555555555555556,0.571428571428571,0.5,0.537037037037037,0.574074074074074,0.547169811320755,0.555555555555556,0.529411764705882,0.549019607843137,0.547169811320755,0.557692307692308
"MAPK10",0.5,0.666666666666667,0.714285714285714,1,0.666666666666667,0.666666666666667,0.285714285714286,0.625,0.648148148148148,0.62962962962963,0.622641509433962,0.592592592592593,0.627450980392157,0.627450980392157,0.679245283018868,0.634615384615385
"PTTG1IP",0.166666666666667,0.166666666666667,0.285714285714286,0,0.222222222222222,0.333333333333333,0.142857142857143,0,0.166666666666667,0.166666666666667,0.150943396226415,0.185185185185185,0.156862745098039,0.137254901960784,0.169811320754717,0.192307692307692
"POLR2K",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTC3",0,0,0,0,0,0,0.142857142857143,0.125,0.037037037037037,0.037037037037037,0.0377358490566038,0.037037037037037,0.0392156862745098,0.0392156862745098,0.0188679245283019,0.0192307692307692
"RCAN1",0.333333333333333,0,0.857142857142857,0.5,0.666666666666667,0.777777777777778,0.714285714285714,0.75,0.611111111111111,0.648148148148148,0.547169811320755,0.592592592592593,0.568627450980392,0.549019607843137,0.566037735849057,0.557692307692308
"SMTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G16",0.5,0.5,0.285714285714286,0.666666666666667,0.444444444444444,0.444444444444444,0.285714285714286,0.25,0.407407407407407,0.407407407407407,0.433962264150943,0.388888888888889,0.411764705882353,0.411764705882353,0.433962264150943,0.442307692307692
"SLC16A1",0.666666666666667,0.166666666666667,0.285714285714286,0,0.111111111111111,0.222222222222222,0.142857142857143,0.625,0.222222222222222,0.277777777777778,0.264150943396226,0.296296296296296,0.294117647058824,0.274509803921569,0.283018867924528,0.211538461538462
"IST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEC24C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLNS1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RARS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIRA",0.166666666666667,0,0,0,0.111111111111111,0.111111111111111,0,0,0.037037037037037,0.0555555555555556,0.0566037735849057,0.0555555555555556,0.0392156862745098,0.0392156862745098,0.0566037735849057,0.0576923076923077
"ATXN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATXN1",0.333333333333333,0,0.285714285714286,0.833333333333333,0.222222222222222,0.333333333333333,0.428571428571429,0.375,0.37037037037037,0.407407407407407,0.377358490566038,0.314814814814815,0.392156862745098,0.372549019607843,0.358490566037736,0.365384615384615
"ATN1",0.166666666666667,0,0.142857142857143,0,0,0,0.285714285714286,0,0.0555555555555556,0.0740740740740741,0.0566037735849057,0.0740740740740741,0.0784313725490196,0.0784313725490196,0.0377358490566038,0.0769230769230769
"TERF1",0.333333333333333,1,0,0.5,0.333333333333333,0.444444444444444,0.285714285714286,0.25,0.37037037037037,0.296296296296296,0.415094339622642,0.351851851851852,0.372549019607843,0.352941176470588,0.377358490566038,0.384615384615385
"PMS1",0,0,0.142857142857143,0.166666666666667,0,0.222222222222222,0.571428571428571,0,0.166666666666667,0.166666666666667,0.150943396226415,0.148148148148148,0.176470588235294,0.137254901960784,0.0943396226415094,0.173076923076923
"PMS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAC2D1",0.833333333333333,0.5,0.714285714285714,0.666666666666667,0.444444444444444,0.777777777777778,0.714285714285714,0.625,0.62962962962963,0.666666666666667,0.641509433962264,0.648148148148148,0.686274509803922,0.627450980392157,0.641509433962264,0.653846153846154
"YARS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKAG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKAA2",0.5,0,0.714285714285714,0.833333333333333,0.555555555555556,0.222222222222222,0,0.375,0.37037037037037,0.425925925925926,0.339622641509434,0.333333333333333,0.352941176470588,0.411764705882353,0.433962264150943,0.384615384615385
"HSPA2",0,0,0,0.5,0.111111111111111,0,0,0.125,0.0925925925925926,0.0925925925925926,0.0943396226415094,0.037037037037037,0.0784313725490196,0.0980392156862745,0.0943396226415094,0.0769230769230769
"BCAT1",0,0,0.428571428571429,0,0.222222222222222,0,0.142857142857143,0,0.111111111111111,0.111111111111111,0.0566037735849057,0.111111111111111,0.0784313725490196,0.117647058823529,0.0943396226415094,0.115384615384615
"ATP12A",1,1,0.857142857142857,1,0.888888888888889,0.888888888888889,0.857142857142857,0.375,0.833333333333333,0.833333333333333,0.849056603773585,0.833333333333333,0.843137254901961,0.843137254901961,0.849056603773585,0.923076923076923
"ATP1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FXYD2",1,1,1,0.833333333333333,1,1,0.857142857142857,1,0.962962962962963,0.962962962962963,0.962264150943396,0.981481481481482,0.96078431372549,0.96078431372549,0.981132075471698,0.961538461538462
"RAD23A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD23B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPHB4",0.5,0.5,0.285714285714286,0.166666666666667,0.222222222222222,0.333333333333333,0.714285714285714,0.5,0.37037037037037,0.37037037037037,0.39622641509434,0.407407407407407,0.411764705882353,0.392156862745098,0.339622641509434,0.365384615384615
"EPHA4",0.833333333333333,0.833333333333333,1,1,0.888888888888889,1,1,0.875,0.944444444444444,0.944444444444444,0.924528301886792,0.925925925925926,0.941176470588235,0.92156862745098,0.924528301886792,0.942307692307692
"GLU",0,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"GALC",0.666666666666667,0.5,0.428571428571429,0.5,0.777777777777778,0.111111111111111,0.571428571428571,0.375,0.462962962962963,0.481481481481481,0.490566037735849,0.481481481481481,0.431372549019608,0.549019607843137,0.471698113207547,0.5
"AK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRRX1",0.166666666666667,0.166666666666667,0.571428571428571,0.5,0.444444444444444,0.555555555555556,0.571428571428571,0.625,0.518518518518518,0.518518518518518,0.471698113207547,0.481481481481481,0.490196078431373,0.470588235294118,0.471698113207547,0.461538461538462
"GAS1",0.833333333333333,1,1,0.833333333333333,1,1,1,1,0.981481481481482,0.962962962962963,0.962264150943396,0.981481481481482,0.96078431372549,0.96078431372549,0.962264150943396,0.961538461538462
"HMGCS2",0.833333333333333,0.666666666666667,0.428571428571429,0.666666666666667,0.333333333333333,0.888888888888889,1,0.5,0.648148148148148,0.666666666666667,0.69811320754717,0.666666666666667,0.725490196078431,0.627450980392157,0.622641509433962,0.692307692307692
"ALDH18A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRH",0.833333333333333,0.5,0.857142857142857,0.166666666666667,0.444444444444444,0.333333333333333,0.714285714285714,0.25,0.462962962962963,0.5,0.452830188679245,0.537037037037037,0.509803921568627,0.529411764705882,0.471698113207547,0.538461538461538
"AIF1",1,0.833333333333333,1,0.5,1,1,1,1,0.925925925925926,0.944444444444444,0.924528301886792,0.981481481481482,0.92156862745098,0.92156862745098,0.924528301886792,0.923076923076923
"EIF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC12A2",0,0,0,0.166666666666667,0,0.111111111111111,0.142857142857143,0.25,0.0925925925925926,0.0925925925925926,0.0943396226415094,0.0740740740740741,0.0980392156862745,0.0784313725490196,0.0754716981132075,0.0576923076923077
"PSMD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DRG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEM",0.666666666666667,0.333333333333333,1,1,1,0.777777777777778,1,0.25,0.759259259259259,0.796296296296296,0.716981132075472,0.722222222222222,0.705882352941177,0.745098039215686,0.716981132075472,0.826923076923077
"RRAD",0,0.333333333333333,0.571428571428571,0.333333333333333,0.222222222222222,0.333333333333333,0.142857142857143,0,0.277777777777778,0.240740740740741,0.207547169811321,0.240740740740741,0.254901960784314,0.235294117647059,0.264150943396226,0.288461538461538
"NR1H2",0.666666666666667,1,1,1,0.666666666666667,0.888888888888889,0.857142857142857,1,0.907407407407407,0.87037037037037,0.867924528301887,0.87037037037037,0.92156862745098,0.882352941176471,0.886792452830189,0.865384615384615
"PLTP",0.666666666666667,0.5,1,0.666666666666667,0.555555555555556,0.555555555555556,0.571428571428571,0.25,0.592592592592593,0.611111111111111,0.547169811320755,0.592592592592593,0.607843137254902,0.607843137254902,0.60377358490566,0.653846153846154
"CSE1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMBIM6",1,1,1,1,0.888888888888889,1,0.857142857142857,0.75,0.925925925925926,0.925925925925926,0.924528301886792,0.925925925925926,0.941176470588235,0.92156862745098,0.943396226415094,0.961538461538462
"VCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HADHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCKAP1L",0.333333333333333,0.666666666666667,0.571428571428571,0,0.222222222222222,0.555555555555556,0.571428571428571,0.25,0.388888888888889,0.351851851851852,0.358490566037736,0.425925925925926,0.411764705882353,0.352941176470588,0.358490566037736,0.403846153846154
"MLLT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLLT10",0.5,0.833333333333333,0.142857142857143,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0.5,0.259259259259259,0.222222222222222,0.30188679245283,0.296296296296296,0.313725490196078,0.313725490196078,0.30188679245283,0.25
"MLLT6",0.333333333333333,0.666666666666667,0.142857142857143,0.166666666666667,0.555555555555556,0.555555555555556,0.571428571428571,0.5,0.444444444444444,0.407407407407407,0.471698113207547,0.462962962962963,0.411764705882353,0.411764705882353,0.415094339622642,0.423076923076923
"ELL",0,0,0,0,0,0,0,0.125,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0
"BRPF1",0.333333333333333,0.5,0,0,0.111111111111111,0.444444444444444,0.142857142857143,0.125,0.203703703703704,0.185185185185185,0.245283018867925,0.240740740740741,0.235294117647059,0.176470588235294,0.226415094339623,0.230769230769231
"P1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASP7",0,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
