"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal"
"MSRA",0.166666666666667,0,0.142857142857143,0.166666666666667,0,0.222222222222222,0.142857142857143,0.125
"ANXA10",0.5,0.333333333333333,0.428571428571429,0.166666666666667,0.111111111111111,0.333333333333333,0.285714285714286,0.125
"HACL1",0.333333333333333,0,0,0,0,0,0,0.125
"STAG3",1,1,1,1,0.888888888888889,0.888888888888889,0.571428571428571,1
"MCM8",0.5,0.166666666666667,0,0,0.111111111111111,0.111111111111111,0.428571428571429,0.625
"TRMT6",0,0,0,0,0,0,0,0
"HOOK1",0.166666666666667,0.166666666666667,0,0.166666666666667,0.111111111111111,0,0,0
"SH3BGRL2",0.333333333333333,0.333333333333333,0,0.666666666666667,0.555555555555556,0.222222222222222,0.142857142857143,0.375
"RASAL2",0,0,0,0,0,0,0,0
"GNPTG",0.333333333333333,0.666666666666667,0.714285714285714,0,0.111111111111111,0.444444444444444,0.428571428571429,0.25
"TSR3",0,0,0,0,0,0,0,0
"ERRFI1",0.166666666666667,0.166666666666667,0.428571428571429,1,0.666666666666667,0.222222222222222,0.142857142857143,0.375
"KLHL21",0.833333333333333,0.666666666666667,1,0.666666666666667,0.777777777777778,1,0.857142857142857,0.875
"SLC25A13",0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0.125
"TUBE1",0.166666666666667,0.166666666666667,0,0.166666666666667,0.555555555555556,0.333333333333333,0.142857142857143,0.375
"LEF1",0.666666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0.222222222222222,0.555555555555556,0.857142857142857,0.375
"FOXD3",1,1,1,0.833333333333333,0.555555555555556,1,1,1
"DBNL",0,0,0,0,0,0,0,0
"DDX41",0,0,0,0,0,0,0,0
"DCTN4",0,0,0,0,0,0,0,0
"OSGIN1",0.833333333333333,1,1,1,0.888888888888889,0.888888888888889,0.857142857142857,1
"CDC23",0,0,0,0,0,0,0,0
"APC7",0,0,0,0,0,0,0,0
"APC5",0,0,0,0,0,0,0,0
"APC4",0,0,0,0,0,0,0,0
"APC2",0,0,0,0,0,0,0,0
"HSPB8",0.333333333333333,0.166666666666667,0.571428571428571,0.833333333333333,0.222222222222222,0.222222222222222,0.428571428571429,0
"GGA2",0,0,0,0.166666666666667,0,0,0,0
"GGA1",0,0,0,0,0,0,0,0
"STOML2",0,0,0,0,0,0,0,0
"FBXO2",0.833333333333333,1,0.428571428571429,0.666666666666667,0.444444444444444,0.111111111111111,0.285714285714286,0.5
"GPA",1,1,0.857142857142857,0.833333333333333,0.777777777777778,0.777777777777778,1,1
"RPS6KA6",1,0.833333333333333,1,1,1,0.444444444444444,0.857142857142857,0.875
"CCRN4L",0.333333333333333,0,0.428571428571429,0.166666666666667,0,0,0,0
"VPS28",0,0,0,0,0,0,0,0
"LSM7",0,0,0,0,0,0,0,0.125
"ING1",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0.333333333333333,0,0.375
"CCNL1",0,0,0,0,0,0,0,0
"DBR1",0,0,0,0,0,0,0,0
"FAM208A",0,0,0,0,0,0,0,0
"FEM1B",0.166666666666667,0.166666666666667,0,0,0,0,0,0
"HN1",0,0,0,0,0,0,0,0
"FBXO9",0,0,0,0,0,0,0,0.125
"FBXO3",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0,0,0
"FBXL4",0.166666666666667,0.333333333333333,0.571428571428571,0.833333333333333,0.333333333333333,0.666666666666667,0.285714285714286,0.625
"AKAP11",0,0,0,0,0,0,0,0
"RCAN3",0.666666666666667,0.666666666666667,1,0.833333333333333,0.666666666666667,1,1,0.75
"PTBP2",0,0,0,0,0,0,0,0
"FBXW11",0,0,0,0,0,0,0,0
"DJC12",0.666666666666667,0.833333333333333,0.285714285714286,0.166666666666667,0.333333333333333,0.444444444444444,0.857142857142857,0.5
"GMEB2",0.166666666666667,0.166666666666667,0.142857142857143,0,0,0.111111111111111,0,0.125
"MRTO4",0,0,0,0,0,0,0,0
"TNIK",1,1,0.857142857142857,0.833333333333333,0.888888888888889,1,1,0.875
"CPSF3",0,0,0,0,0,0,0,0
"PITPNC1",0,0,0,0.166666666666667,0,0,0,0
"APPL1",0,0,0,0,0,0,0,0
"CROT",0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.111111111111111,0,0
"CDC42EP3",0.166666666666667,0,0.285714285714286,0,0,0,0,0
"TLK1",0,0,0,0,0,0,0,0
"GPATCH8",0,0,0,0,0,0,0,0
"PARP4",0,0,0,0,0,0,0,0
"NXT1",0,0.166666666666667,0.142857142857143,0.333333333333333,0.222222222222222,0.333333333333333,0,0.625
"NUDT5",0,0,0,0,0,0,0,0
"RCOR1",0,0,0,0,0,0,0,0
"CASP8AP2",0.5,0.666666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0.777777777777778,0.714285714285714,0.5
"PCTP",0.166666666666667,0.166666666666667,0,0.166666666666667,0.222222222222222,0.111111111111111,0.285714285714286,0
"MAN1B1",0,0,0,0,0.111111111111111,0,0,0
"RALY",0,0,0,0,0,0,0,0
"GTF3C4",0,0,0,0,0,0,0,0
"PACSIN3",0,0,0,0.166666666666667,0,0,0,0
"IKZF2",1,1,1,0.5,1,1,1,1
"FBXO5",0.666666666666667,0.333333333333333,0.571428571428571,0,0.777777777777778,0.444444444444444,0.571428571428571,0.5
"FBXO4",0.166666666666667,0,0,0,0.333333333333333,0,0,0
"FBXW2",0.166666666666667,0.5,0.571428571428571,0.166666666666667,0.222222222222222,0.444444444444444,0.428571428571429,0.375
"IKZF3",0.5,0.333333333333333,0.571428571428571,0.666666666666667,0.777777777777778,0.888888888888889,0.571428571428571,0.625
"TRHDE",0.833333333333333,0.5,0.571428571428571,0.833333333333333,0.555555555555556,0.666666666666667,0.428571428571429,0.625
"ACAD8",0.166666666666667,0.333333333333333,0,0,0.111111111111111,0.222222222222222,0.285714285714286,0.25
"ANGPTL2",0.666666666666667,0.166666666666667,0.428571428571429,0.666666666666667,0.222222222222222,0.777777777777778,0.285714285714286,0.75
"HDAC9",0.166666666666667,0,0.285714285714286,0.5,0.333333333333333,0.222222222222222,0.142857142857143,0.375
"ACIN1",0,0,0,0,0,0,0,0
"AMFR",1,0.833333333333333,0.857142857142857,0.333333333333333,0.444444444444444,0.777777777777778,1,0.25
"AGO2",0,0,0,0,0,0,0,0
"VAV3",0.833333333333333,1,0.571428571428571,0.333333333333333,0.666666666666667,0.777777777777778,0.571428571428571,0.625
"MYH13",0.666666666666667,0.666666666666667,0.571428571428571,0.833333333333333,0.555555555555556,0.666666666666667,1,0.5
"ITGA11",0.333333333333333,0.833333333333333,0.142857142857143,0.5,0.222222222222222,0.555555555555556,0.571428571428571,0.625
"NUP50",0,0,0,0,0,0,0,0
"ZHX1",0.166666666666667,0,0,0,0.222222222222222,0,0,0
"CDV3",0,0,0,0,0,0,0,0
"CNOT11",0,0,0,0,0,0,0,0
"DSE",0.5,0.333333333333333,0.571428571428571,0.833333333333333,0.666666666666667,0.555555555555556,0.714285714285714,0.625
"INTS6",0,0,0,0,0,0,0,0
"SARDH",0,0,0.142857142857143,0,0.111111111111111,0,0.142857142857143,0
"BAG5",0,0,0,0,0,0,0,0
"AGO1",0,0,0,0,0,0,0,0
"RARRES3",1,1,1,1,1,1,0.857142857142857,1
"RAB21",0,0,0,0,0,0,0,0
"RAB22A",0.166666666666667,0.5,0.428571428571429,0.333333333333333,0.444444444444444,0.333333333333333,0.857142857142857,0.375
"TRAPPC2L",0,0,0,0,0,0,0,0
"ZNF346",0,0,0,0,0,0,0,0
"PNMA3",0.333333333333333,1,1,1,0.888888888888889,0.888888888888889,0.571428571428571,0.5
"PNMA2",0.333333333333333,0.666666666666667,0.428571428571429,0.166666666666667,0.777777777777778,0.333333333333333,0.428571428571429,0.25
"BLOC1S6",0,0,0,0,0,0.111111111111111,0.142857142857143,0
"PSME2",0,0,0,0,0,0,0,0
"TAOK2",0,0,0,0,0.111111111111111,0,0,0.125
"MKLN1",0,0,0,0,0,0,0,0
"DNPEP",0,0,0,0,0,0,0,0
"RAB23",0.166666666666667,0,0.428571428571429,0.5,0.111111111111111,0.111111111111111,0.428571428571429,0.25
"MCTS1",0,0,0,0,0,0,0,0
"ACSL5",0.666666666666667,0.5,0.285714285714286,0.333333333333333,1,0.555555555555556,0.857142857142857,0.75
"PADI1",0.5,0.166666666666667,0.142857142857143,0.666666666666667,0.444444444444444,0,0,0
"OGDHL",0.666666666666667,0.666666666666667,0.857142857142857,0.666666666666667,0.333333333333333,0.555555555555556,0.428571428571429,0.625
"MTUS1",0.166666666666667,0,0,0.166666666666667,0,0,0.142857142857143,0
"BRPF3",0,0,0,0,0,0,0,0
"ZNF608",0.333333333333333,0.166666666666667,0.142857142857143,0.666666666666667,0.333333333333333,0.444444444444444,0.285714285714286,0.25
"WWC3",0,0,0.142857142857143,0,0.222222222222222,0,0.142857142857143,0
"FAM184B",0.166666666666667,0.166666666666667,0.285714285714286,0.333333333333333,0.222222222222222,0.222222222222222,0.142857142857143,0.125
"PALD1",0.333333333333333,0.666666666666667,0,0,0.222222222222222,0.333333333333333,0.142857142857143,0.625
"SLC39A10",0.166666666666667,0.333333333333333,0.142857142857143,0,0.111111111111111,0.111111111111111,0.142857142857143,0
"KIDINS220",0.333333333333333,0,0.285714285714286,0,0.222222222222222,0.222222222222222,0.285714285714286,0.125
"ASAP1",0,0,0,0,0,0,0,0
"MKL2",0,0,0,0,0,0,0,0
"ATAD2B",0,0.166666666666667,0.142857142857143,0,0.333333333333333,0.111111111111111,0.285714285714286,0.375
"RIMKLB",1,1,1,0.666666666666667,0.888888888888889,0.444444444444444,0.714285714285714,0.75
"HEG1",1,0.5,0.714285714285714,0.666666666666667,0.777777777777778,0.777777777777778,0.571428571428571,0.75
"ZBTB21",0,0,0,0,0,0,0,0
"ZMIZ1",0,0,0,0,0,0,0,0
"ANKRD50",0,0,0.428571428571429,0.166666666666667,0,0,0,0
"PPP1R9A",0,0,0,0,0,0,0,0
"MED23",0.166666666666667,0,0,0,0,0,0,0
"PLEKHG1",0.833333333333333,0.333333333333333,0.285714285714286,0.666666666666667,0.222222222222222,0.777777777777778,0.428571428571429,0.75
"PRR12",0,0,0,0,0,0,0,0
"SHROOM4",1,0.5,0.857142857142857,0.833333333333333,0.111111111111111,0.888888888888889,0.857142857142857,0.25
"YEATS2",0,0,0,0,0,0,0,0
"CNOT6",0.166666666666667,0,0,0.166666666666667,0.222222222222222,0,0.142857142857143,0.125
"NDRG4",0.833333333333333,0.5,0.714285714285714,0.833333333333333,0.888888888888889,0.333333333333333,0.428571428571429,0.75
"TBC1D24",0,0,0,0,0,0,0,0
"STRIP2",0.666666666666667,0,0.285714285714286,0.333333333333333,0.111111111111111,0.222222222222222,0.428571428571429,0.25
"TPCN1",1,1,0.857142857142857,0.666666666666667,0.888888888888889,1,0.857142857142857,0.875
"PPM1H",0,0.333333333333333,0.142857142857143,0,0.222222222222222,0.222222222222222,0.142857142857143,0
"PAIP2B",0.666666666666667,1,0.571428571428571,0.666666666666667,1,0.888888888888889,0.571428571428571,0.625
"TTC7A",0.333333333333333,0,0.142857142857143,0,0.222222222222222,0.111111111111111,0,0.125
"HECTD1",0,0,0,0,0,0,0,0
"ZMYND8",0.666666666666667,0.833333333333333,1,0.833333333333333,0.333333333333333,0.666666666666667,1,1
"CADPS",0,0.166666666666667,0,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0
"MYO5B",0,0.166666666666667,0,0,0,0.111111111111111,0,0
"CIZ1",0,0,0,0,0,0,0,0
"CORO1C",0,0,0,0,0,0,0,0
"CBLC",0.833333333333333,1,0.428571428571429,1,1,0.777777777777778,0.428571428571429,0.75
"TPX2",0,0,0,0,0,0,0,0
"ABT1",0,0,0,0,0,0,0,0
"PADI3",0.166666666666667,0.5,0.428571428571429,0,0.444444444444444,0.111111111111111,0.142857142857143,0
"NOB1",0,0,0,0,0,0,0,0
"AKAP8L",0,0,0,0,0,0,0,0
"CA14",1,1,0.857142857142857,1,0.888888888888889,1,1,1
"MAFF",0.333333333333333,0,0,0.166666666666667,0,0,0,0
"STAP1",1,1,1,0.666666666666667,1,1,1,1
"PYCARD",0,0.166666666666667,0,0,0,0,0,0
"TMCO1",0.333333333333333,0.5,0.285714285714286,0,0.111111111111111,0.444444444444444,0.142857142857143,0.625
"FZR1",0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,0.777777777777778,0.571428571428571,0.75
"APC10",0,0,0,0,0.111111111111111,0,0,0.125
"EPDR1",0.666666666666667,0,0.714285714285714,0.333333333333333,0.555555555555556,0,0.428571428571429,0.125
"NOTCH3",0.166666666666667,0.333333333333333,0.428571428571429,0.333333333333333,0.222222222222222,0.222222222222222,0.428571428571429,0.375
"MYO6",0,0,0,0,0,0,0,0
"ALK",0.666666666666667,0.833333333333333,0.714285714285714,0.833333333333333,0.666666666666667,0.444444444444444,1,0.5
"KMT2B",0,0,0,0,0.111111111111111,0,0,0.125
"DDX19B",0,0,0,0.166666666666667,0.333333333333333,0,0,0
"PPT2",0.333333333333333,0.666666666666667,0.714285714285714,0.166666666666667,0.444444444444444,0.333333333333333,0.285714285714286,0.375
"NFU1",0,0,0,0,0,0,0,0
"PRPF19",0,0,0,0,0,0,0,0
"SYNPO2",0.166666666666667,0.166666666666667,0,0,0.222222222222222,0.111111111111111,0.285714285714286,0.125
"USP18",0.833333333333333,0.5,1,0.666666666666667,0.888888888888889,1,0.857142857142857,0.875
"UBQLN1",0,0,0,0,0,0,0,0
"SUFU",0,0,0.428571428571429,0.333333333333333,0.111111111111111,0.111111111111111,0.285714285714286,0.125
"NENF",0,0,0,0,0,0,0.142857142857143,0
"NOL7",0,0,0,0,0,0,0,0
"SNX12",0,0,0,0,0,0,0,0
"SYNRG",0,0,0,0,0,0,0,0
"DAPP1",0.666666666666667,1,0.714285714285714,0.166666666666667,0.888888888888889,0.777777777777778,0.428571428571429,0.75
"NDRG2",0.333333333333333,0.666666666666667,0.285714285714286,0.666666666666667,0.222222222222222,0.222222222222222,0,0.5
"VPS4A",0,0,0,0,0,0,0,0
"SOX13",0.166666666666667,0,0.285714285714286,0.5,0.111111111111111,0.222222222222222,0.285714285714286,1
"L1RE1",0.333333333333333,0.833333333333333,0,0.5,0.111111111111111,0.222222222222222,0,0.625
"G3BP2",0.666666666666667,0.5,0.428571428571429,0.5,0.555555555555556,0.666666666666667,0.428571428571429,0.5
"ARHGAP26",0,0.166666666666667,0,0.166666666666667,0.222222222222222,0.111111111111111,0.142857142857143,0.125
"POLI",0,0.5,0.428571428571429,0.166666666666667,0.222222222222222,0.111111111111111,0.571428571428571,0.25
"STUB1",0,0,0,0,0,0,0,0
"PACSIN2",0,0,0,0,0,0,0,0
"MAGED2",0,0,0,0,0,0,0,0
"SNX7",0.166666666666667,0,0,0.333333333333333,0,0,0,0
"SNX6",0,0,0,0,0,0,0,0
"DUSP12",0,0,0,0,0,0,0,0
"STX8",0,0,0.142857142857143,0,0,0,0.142857142857143,0.25
"ANGEL1",0.666666666666667,1,0.428571428571429,0.333333333333333,0.666666666666667,0.666666666666667,0.571428571428571,0.875
"SSR3",0.666666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0,0.222222222222222,0.571428571428571,0.625
"ING4",0.333333333333333,0.166666666666667,0.571428571428571,0,0.333333333333333,0.333333333333333,0.142857142857143,0.25
"PSMD13",0,0,0,0,0,0,0,0
"FAF1",0,0.333333333333333,0,0.166666666666667,0,0,0,0
"PROCR",1,0.5,0.571428571428571,0.833333333333333,0.666666666666667,0.444444444444444,0.571428571428571,0.25
"PPIE",0,0,0,0,0,0,0,0
"DIMT1",0,0,0,0,0,0,0,0
"TIMELESS",0,0,0,0,0,0,0,0
"COPS3",0,0,0,0,0,0,0,0
"MINPP1",0,0.166666666666667,0,0.166666666666667,0,0,0,0
"NOVA2",0.333333333333333,0.5,0.714285714285714,0.5,0.333333333333333,0.222222222222222,0.285714285714286,0.375
"RPL26L1",0.166666666666667,0,0.142857142857143,0,0,0,0,0
"WDR3",0,0,0,0,0,0,0,0
"TTF2",0,0,0,0,0,0,0,0
"ZNF232",1,1,1,0.833333333333333,1,1,1,1
"NSFL1C",0,0,0,0,0,0,0,0
"C19orf53",0.166666666666667,0.166666666666667,0.285714285714286,0.333333333333333,0.111111111111111,0.222222222222222,0.428571428571429,0
"TFR2",0.666666666666667,0.833333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.444444444444444,0.857142857142857,0.625
"COG5",0,0,0,0,0,0,0,0
"SLC12A4",0.166666666666667,0,0.571428571428571,0.166666666666667,0,0,0,0.25
"AP4E1",0,0,0,0,0,0,0,0
"MACF1",0,0,0,0,0,0,0,0
"CEP131",0,0,0,0,0,0,0,0
"SCAF8",0,0,0,0,0,0,0,0
"PPP6R1",0,0,0,0,0,0,0,0
"TRIM33",0.833333333333333,0.833333333333333,0.714285714285714,0.833333333333333,0.666666666666667,1,0.857142857142857,0.875
"PHF8",0.333333333333333,0.166666666666667,0,0,0.444444444444444,0,0.285714285714286,0.5
"KIAA1107",0.5,0.5,0.142857142857143,0.666666666666667,0.333333333333333,0.555555555555556,0.142857142857143,0
"LIMCH1",0,0,0,0,0,0.111111111111111,0,0.125
"AGAP1",0,0,0,0.333333333333333,0.111111111111111,0,0,0
"PDZRN3",0.666666666666667,0.333333333333333,0.857142857142857,0.666666666666667,0.222222222222222,0.777777777777778,1,0.75
"DOLK",1,1,1,1,1,1,1,0.875
"TNRC6B",0,0,0,0,0,0,0,0
"SMG5",0,0,0,0,0,0,0,0
"SETD1B",0.333333333333333,0.666666666666667,0.571428571428571,0.333333333333333,1,0.777777777777778,0.714285714285714,0.75
"ANKRD26",0.333333333333333,0.5,0.428571428571429,0.5,0.777777777777778,0.555555555555556,0.285714285714286,0.5
"EXOC7",0.833333333333333,1,1,1,0.666666666666667,0.777777777777778,1,1
"MAPK8IP3",0.5,0.333333333333333,0.285714285714286,0.666666666666667,0.333333333333333,0.444444444444444,0.142857142857143,0.25
"ZC3H4",0,0,0,0,0,0,0,0
"USP22",0,0,0,0,0,0,0,0
"USP24",0,0,0,0,0,0,0,0
"TBC1D2B",0.166666666666667,0,0,0,0,0,0,0
"SAMD4A",0,0,0.285714285714286,0.333333333333333,0,0.222222222222222,0,0.125
"CEP164",0.5,0,0.714285714285714,0,0.333333333333333,0.111111111111111,0.285714285714286,0.25
"TRAK1",0.5,0.333333333333333,0.428571428571429,0.666666666666667,0.333333333333333,0.333333333333333,0.571428571428571,0.375
"FOXJ3",0.166666666666667,0,0.142857142857143,0,0,0,0,0.125
"AGTPBP1",0.166666666666667,0.333333333333333,0,0,0.111111111111111,0.222222222222222,0.142857142857143,0.25
"SATB2",0.333333333333333,0.333333333333333,0.142857142857143,0.166666666666667,0,0.555555555555556,0.714285714285714,0.375
"SHANK2",0.333333333333333,1,0.571428571428571,0.666666666666667,0.666666666666667,0.555555555555556,1,0
"DICER1",0,0,0,0,0,0,0,0
"SLC7A11",1,0.5,1,1,0.888888888888889,0.444444444444444,0.857142857142857,1
"WASF3",0.5,0.5,0.428571428571429,0.5,0.333333333333333,0.222222222222222,0.142857142857143,0.75
"MAPRE3",0,0,0,0.5,0.111111111111111,0,0,0
"HPS5",0,0,0,0,0,0,0,0
"CORO2B",0.666666666666667,0.333333333333333,0.571428571428571,0.5,0.444444444444444,0.666666666666667,0.571428571428571,0.375
"SHOC2",0,0,0,0,0,0,0,0
"DNM3",1,0.833333333333333,0.571428571428571,0.666666666666667,0.666666666666667,0.555555555555556,0.571428571428571,0.375
"SRRM2",0,0,0,0,0,0,0,0
"MGAT4B",0.666666666666667,0.666666666666667,1,0.666666666666667,0.888888888888889,0.777777777777778,0.714285714285714,0.625
"PA2G4",0,0,0,0,0,0,0,0
"EXO1",0.333333333333333,0.166666666666667,0.142857142857143,0,0.222222222222222,0,0.142857142857143,0.5
"CDK11A",0,0,0,0,0,0,0,0
"SPG7",0.5,0.333333333333333,0,0.166666666666667,0.444444444444444,0.222222222222222,0.142857142857143,0.25
"BAIAP2",0,0,0,0.166666666666667,0,0,0,0
"GAB2",0.166666666666667,0.333333333333333,0.285714285714286,0,0.111111111111111,0.333333333333333,0.285714285714286,0.375
"SMC3",0,0,0,0,0,0,0,0
"HDAC5",0.166666666666667,0.5,0.714285714285714,0.666666666666667,0.777777777777778,0.666666666666667,0.428571428571429,0.625
"CAMK2A",0.5,0.333333333333333,0.571428571428571,0.333333333333333,0.111111111111111,0.444444444444444,0.428571428571429,0.625
"CHMP2B",0,0,0,0,0,0,0,0
"TNN",0.333333333333333,0.166666666666667,0.428571428571429,0.833333333333333,0.222222222222222,0.333333333333333,0.428571428571429,0.625
"SH2B3",0.833333333333333,0.833333333333333,0.714285714285714,0.666666666666667,0.222222222222222,0.888888888888889,0.857142857142857,0.875
"SCML2",0,0,0,0.166666666666667,0,0.111111111111111,0,0.125
"ZNF148",0,0,0.142857142857143,0,0,0.111111111111111,0,0.125
"MTMR6",0,0,0,0,0,0,0,0
"JAG2",0.833333333333333,1,0.571428571428571,1,1,1,1,1
"NIP7",0,0,0,0,0,0,0,0
"GNE",0,0,0,0,0,0.111111111111111,0,0
"C14orf166",0,0,0,0,0,0,0,0
"TRAF3IP3",0.833333333333333,0.5,0.857142857142857,0.333333333333333,0.666666666666667,0.888888888888889,1,1
"RUVBL2",0,0,0,0,0,0,0,0
"CDYL",0,0.166666666666667,0,0.166666666666667,0,0,0,0
"PDE10A",0.5,0,0.285714285714286,0.166666666666667,0.555555555555556,0.555555555555556,0.428571428571429,0.625
"PIN4",0,0,0,0,0,0,0,0
"CLEC11A",1,1,0.428571428571429,0.5,0.444444444444444,0.555555555555556,0.857142857142857,0.875
"HIGD1A",1,1,0.714285714285714,0.666666666666667,1,1,1,0.875
"TCF19",0.666666666666667,0.666666666666667,0.571428571428571,0.666666666666667,0.444444444444444,0.777777777777778,0.571428571428571,0.75
"AKT3",0.166666666666667,0,0.714285714285714,0.5,0,0.222222222222222,0.571428571428571,0.125
"POMP",0,0,0,0,0,0,0,0
"FAM50B",0.333333333333333,1,0.857142857142857,0.833333333333333,0.222222222222222,0.555555555555556,0.714285714285714,0.625
"GINS2",0,0,0,0,0,0,0,0
"LZTS1",0.166666666666667,0,0,0,0.111111111111111,0.222222222222222,0.142857142857143,0.375
"HPSE",0,0,0,0,0.111111111111111,0,0,0
"RNF6",0.333333333333333,0.166666666666667,0,0.166666666666667,0.444444444444444,0.555555555555556,0.571428571428571,0.625
"CCL26",0.833333333333333,0.833333333333333,1,1,1,0.888888888888889,1,1
"CHKB",0.333333333333333,0.333333333333333,0.428571428571429,0.333333333333333,0.111111111111111,0.333333333333333,0.142857142857143,0.125
"FOXA2",0.833333333333333,1,0.571428571428571,1,0.888888888888889,1,0.857142857142857,0.875
"EIF3L",0,0,0,0,0,0,0,0
"PLAA",0,0,0,0,0,0,0,0
"RUVBL1",0,0,0,0,0,0,0,0
"NUDC",0,0,0,0,0,0,0,0
"BCS1L",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0,0.142857142857143,0.125
"VDAC3",0.5,0.333333333333333,0,0,0,0.111111111111111,0,0.625
"CFL2",0,0,0,0,0,0,0,0
"ERGIC3",0,0.166666666666667,0,0,0.111111111111111,0,0,0.25
"FARSA",0,0,0,0,0,0,0,0
"ITM2B",0.333333333333333,0.166666666666667,0.142857142857143,0,0.333333333333333,0.333333333333333,0.285714285714286,0.125
"SLC5A6",0.5,0.5,0.285714285714286,0,0.444444444444444,0.444444444444444,0.571428571428571,0.625
"MRPS33",0.166666666666667,0.166666666666667,0,0,0,0,0,0
"ASF1A",0,0,0,0,0,0,0,0
"DRG1",0,0,0,0,0,0,0,0
"TRAPPC4",0,0,0,0,0,0,0,0
"BTRC",0.833333333333333,1,0.142857142857143,0.666666666666667,0.888888888888889,0.666666666666667,0.285714285714286,0.625
"NCKAP1",0,0,0,0,0,0,0,0
