"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal"
"ADRM1",0,0,0,0,0,0,0,0
"CCDC6",0,0,0,0,0,0,0,0
"UAP1",0,0,0,0,0,0,0,0
"NFE2L2",0.333333333333333,0.833333333333333,1,0.666666666666667,0.777777777777778,0.444444444444444,1,0.375
"E2F4",0,0,0,0,0.111111111111111,0,0,0
"IGFBP7",0.333333333333333,0.166666666666667,1,0.666666666666667,0.222222222222222,0.555555555555556,0.571428571428571,0.125
"PDCD2",0,0,0,0.166666666666667,0,0,0,0
"I",0.333333333333333,0.166666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0.222222222222222,0.142857142857143,0.25
"LAMA4",0,0.166666666666667,0.571428571428571,0.166666666666667,0,0.333333333333333,0,0.25
"SSX1",0.666666666666667,0.333333333333333,0.857142857142857,0.833333333333333,0.777777777777778,0.888888888888889,0.714285714285714,0.75
"SSX2",0.5,0.5,0.571428571428571,0.333333333333333,0.222222222222222,0.333333333333333,0.428571428571429,0.5
"EXT1",0.666666666666667,1,0.857142857142857,1,0.888888888888889,1,0.857142857142857,0.625
"PSMD5",0,0,0,0,0,0,0,0
"PKN1",0,0,0,0,0,0,0,0
"PKN2",0,0,0,0,0,0,0,0
"TAF12",0.166666666666667,0,0,0,0.111111111111111,0,0,0.125
"BATF",1,1,0.857142857142857,0.666666666666667,1,1,1,1
"CRY1",0.333333333333333,0.333333333333333,0.428571428571429,0.166666666666667,0.444444444444444,0.333333333333333,0.142857142857143,0.375
"CSRP2",0,0,0.285714285714286,0.5,0,0,0,0
"DDB1",0,0,0,0,0,0,0,0
"SPC1",0.166666666666667,0,0.714285714285714,0,0.444444444444444,0,0.285714285714286,0.375
"PPP2R5E",0,0,0,0,0,0,0,0
"MAPK14",0,0,0,0,0,0,0,0
"MRPL23",0,0.166666666666667,0,0,0,0,0,0
"CDC37",0,0,0,0,0,0,0,0
"BCL2A1",0.833333333333333,1,1,1,0.555555555555556,0.777777777777778,0.857142857142857,1
"DPYSL2",0,0,0,0,0,0,0,0
"SYPL1",0,0,0,0,0.111111111111111,0,0.142857142857143,0
"CAMK4",0.333333333333333,0,0.285714285714286,0,0,0.222222222222222,0.285714285714286,0.125
"RBBP7",0,0,0,0,0,0,0,0
"TAF9",0,0,0,0,0,0,0,0
"FXN",0,0.333333333333333,0,0,0.111111111111111,0,0.142857142857143,0.25
"ZNF239",0.833333333333333,1,1,0.833333333333333,1,1,1,0.875
"ECM1",0.5,0.166666666666667,0.428571428571429,0.5,0,0.444444444444444,0.571428571428571,0.25
"BAK1",0.666666666666667,0.666666666666667,0.857142857142857,0.833333333333333,0.444444444444444,0.777777777777778,0.857142857142857,0.375
"NFE2",0.833333333333333,1,0.714285714285714,0.666666666666667,0.888888888888889,1,0.857142857142857,0.875
"STX1A",0.666666666666667,0.333333333333333,0.571428571428571,0.5,0.555555555555556,0.333333333333333,0.571428571428571,0.5
"OCLN",1,1,0.714285714285714,1,1,0.888888888888889,1,1
"MEA1",0,0,0.142857142857143,0,0,0,0,0.125
"SRSF7",0,0,0,0,0,0,0,0
"CPSF6",0,0,0,0,0,0,0,0
"SMN1",0,0,0,0,0,0,0,0
"DBN1",0,0,0,0,0,0,0,0
"MAPKAPK3",0,0,0,0,0,0.111111111111111,0.142857142857143,0.125
"PTGIS",0.666666666666667,0.666666666666667,0.428571428571429,0.333333333333333,0.666666666666667,0.555555555555556,0.857142857142857,0.625
"NFIL3",0.166666666666667,0.333333333333333,0.285714285714286,0.666666666666667,0.111111111111111,0.222222222222222,0.142857142857143,0
"PRSS8",0.666666666666667,1,0.857142857142857,1,1,0.888888888888889,0.857142857142857,1
"MLA",0.666666666666667,0.833333333333333,0.571428571428571,0.5,0.222222222222222,0.333333333333333,0.571428571428571,0.625
"NRF1",0,0,0,0,0,0,0,0
"FSCN1",0,0,0,0,0,0,0,0
"CCL15",1,1,0.714285714285714,1,1,1,0.857142857142857,1
"HIF1A",1,0.666666666666667,1,1,0.888888888888889,1,1,0.625
"IFI16",0,0,0.142857142857143,0,0,0.111111111111111,0,0
"CDKN3",0.833333333333333,0.5,0.428571428571429,0.666666666666667,0.555555555555556,0.333333333333333,0.428571428571429,0.5
"FOXD1",0.833333333333333,0.833333333333333,1,1,0.666666666666667,0.777777777777778,0.428571428571429,0.875
"CYP1B1",0.333333333333333,0.5,0.714285714285714,0.666666666666667,0.333333333333333,0.111111111111111,0.571428571428571,0.875
"DECR1",0,0,0,0,0,0,0,0
"MAN2A1",0,0,0,0,0.111111111111111,0.111111111111111,0,0.25
"NDUFA5",0,0,0,0,0,0,0,0
"KYNU",0.166666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0,0.111111111111111,0.428571428571429,0.125
"UGCG",0.5,0.5,0.571428571428571,0.833333333333333,0.444444444444444,1,0.428571428571429,0.75
"CLPP",0,0,0,0,0,0,0,0
"DGKD",0.833333333333333,0.833333333333333,0.714285714285714,1,0.444444444444444,0.666666666666667,0.571428571428571,0.25
"TST",0.166666666666667,0.166666666666667,0,0.166666666666667,0.111111111111111,0.111111111111111,0,0
"UBE2S",0,0,0,0,0,0,0,0
"QPCT",0,0,0.142857142857143,0,0,0,0,0.25
"GSTA3",1,0.833333333333333,0.714285714285714,0.833333333333333,0.888888888888889,0.888888888888889,1,1
"CCBL1",0.166666666666667,0,0.142857142857143,0,0,0,0,0
"GUK1",0,0,0.142857142857143,0,0,0,0,0
"HAGH",0,0,0,0,0,0,0,0
"HIST2H2BE",0,0,0,0,0,0,0,0
"LAMA3",0,0,0,0,0,0,0,0
"CA9",1,1,1,1,1,0.888888888888889,1,1
"NDUFA9",0,0,0,0,0,0,0,0
"ME3",0.666666666666667,0.833333333333333,0.571428571428571,0.833333333333333,0.666666666666667,0.666666666666667,0.714285714285714,0.75
"PCK2",0,0,0,0,0,0,0,0
"DUSP6",0.666666666666667,0.833333333333333,0.571428571428571,0.666666666666667,0.555555555555556,0.777777777777778,0.857142857142857,1
"UPP1",0,0,0,0,0,0,0,0
"DDR2",0.833333333333333,0.5,1,0.833333333333333,0.222222222222222,0.777777777777778,1,1
"HADH",0,0,0,0,0,0,0,0
"CYP51A1",0.666666666666667,0.666666666666667,0.428571428571429,0.166666666666667,0.222222222222222,0.444444444444444,0.428571428571429,0.5
"UGP2",0,0,0,0,0,0,0,0
"DGUOK",0.666666666666667,0.833333333333333,0.428571428571429,0,0.333333333333333,0.555555555555556,0.428571428571429,0.625
"ATP6V1F",0,0,0,0,0,0,0,0
"PFKFB3",0.166666666666667,0,0.142857142857143,0.166666666666667,0,0.222222222222222,0.142857142857143,0
"PFKFB4",0.166666666666667,0,0,0,0,0,0,0.125
"UGT8",0.833333333333333,0.833333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0.777777777777778,1,0.625
"TXNRD1",0,0,0,0,0,0,0,0
"TPD52L1",0.166666666666667,0.5,0,0.833333333333333,0.111111111111111,0.111111111111111,0,0
"IMMT",0,0,0,0,0,0,0,0
"TATDN3",0.666666666666667,0.833333333333333,0.142857142857143,0,0.333333333333333,0.222222222222222,0.428571428571429,0.125
"ZNF827",0.166666666666667,0.166666666666667,0.285714285714286,0,0.333333333333333,0.111111111111111,0.285714285714286,0
"FAM98C",0,0,0.142857142857143,0,0,0,0,0.125
"GEN1",0.166666666666667,0,0,0,0,0,0,0.25
"CPEB4",0,0,0.142857142857143,0.333333333333333,0,0,0.285714285714286,0.375
"LY6K",0.833333333333333,1,1,1,0.777777777777778,1,0.714285714285714,1
"KNOP1",0,0,0,0,0,0,0,0
"HNRNPUL2",0,0,0,0,0,0,0,0
"LONRF2",0.666666666666667,0.5,0.857142857142857,0.666666666666667,0.333333333333333,0.333333333333333,0.571428571428571,1
"MSMP",1,1,1,0.833333333333333,1,0.888888888888889,1,1
"CSPP1",0.333333333333333,0.666666666666667,0,0.333333333333333,0.222222222222222,0.333333333333333,0.142857142857143,0.5
"TMEM132A",0,0.166666666666667,0.571428571428571,0.333333333333333,0.333333333333333,0.555555555555556,0.571428571428571,0.375
"INF2",0,0,0,0,0,0,0,0
"MICA",0.833333333333333,0.833333333333333,1,1,0.888888888888889,1,1,0.75
"PDS5A",0,0,0,0,0,0,0,0
"RFX7",0.333333333333333,0.166666666666667,0,0,0,0.444444444444444,0.142857142857143,0.375
"QSER1",0,0,0,0.166666666666667,0.111111111111111,0,0,0
"CLEC16A",0,0,0,0,0,0,0,0
"KIF7",0.166666666666667,0,0.142857142857143,0.333333333333333,0.222222222222222,0.111111111111111,0,0.125
"ARHGAP31",0.166666666666667,0,0.142857142857143,0,0,0.333333333333333,0.285714285714286,0.125
"RRN3P1",1,1,1,1,0.888888888888889,1,1,1
"MTHFSD",0.166666666666667,0.166666666666667,0,0.333333333333333,0.333333333333333,0.222222222222222,0,0
"AAK1",0,0,0,0,0,0,0,0
"KIZ",0.5,0.166666666666667,0.142857142857143,0,0.222222222222222,0.222222222222222,0.142857142857143,0.375
"KIAA1033",0,0,0,0,0,0,0,0
"SPHKAP",0.5,0.666666666666667,0.142857142857143,0,0.444444444444444,0.444444444444444,0.714285714285714,0.75
"ABCB5",0.5,0.5,0.714285714285714,0.666666666666667,0.444444444444444,0.444444444444444,0.428571428571429,0.5
"SHROOM1",0.5,0.333333333333333,0.142857142857143,0.5,0.444444444444444,0.555555555555556,0.142857142857143,0.375
"SGSM1",0.333333333333333,0.166666666666667,0.285714285714286,0.166666666666667,0.222222222222222,0.111111111111111,0.285714285714286,0
"ERCC6L",0,0,0,0,0,0,0,0
"TSR1",0,0,0,0,0,0,0,0
"RALGAPA2",0.333333333333333,0,0,0.5,0,0.111111111111111,0,0.25
"DPY19L1",1,1,1,0.833333333333333,1,1,1,0.875
"TYSND1",0,0,0,0,0.111111111111111,0,0,0
"IAH1",0,0,0,0,0.111111111111111,0,0,0
"MUM1",0.833333333333333,0.5,0.714285714285714,0.666666666666667,0.777777777777778,0.888888888888889,0.857142857142857,0.75
"QRICH1",0,0,0,0,0,0,0,0
"TUSC1",0,0.5,0.714285714285714,0.833333333333333,0.444444444444444,0.666666666666667,0.428571428571429,0.5
"SMU1",0,0,0,0,0,0,0,0
"ATG2A",0,0,0,0,0,0,0,0
"ZNF800",0.333333333333333,0.333333333333333,0.714285714285714,0.5,0.222222222222222,0.333333333333333,0.285714285714286,0.125
"HKDC1",0.333333333333333,0,0,0.166666666666667,0.111111111111111,0,0,0
"CWF19L2",0.166666666666667,0,0,0,0,0.111111111111111,0,0
"FHOD3",0.666666666666667,0.5,0.857142857142857,0.833333333333333,0.666666666666667,0.666666666666667,0.571428571428571,0.125
"KIF4B",0.666666666666667,0.666666666666667,0.857142857142857,1,0.888888888888889,1,0.857142857142857,0.625
"EIF2S3L",1,0.833333333333333,1,1,1,1,1,1
"AP5B1",0.5,0.333333333333333,0.142857142857143,0,0,0.444444444444444,0.428571428571429,0.5
"CTU2",0.166666666666667,0,0,0,0,0,0,0
"LETM2",0.666666666666667,0.833333333333333,0.714285714285714,1,0.555555555555556,0.555555555555556,0.571428571428571,0.75
"UVSSA",0.666666666666667,0.833333333333333,0.142857142857143,0.333333333333333,0.555555555555556,0.555555555555556,0.428571428571429,0.375
"HLA-DRB5",1,1,1,0.833333333333333,1,1,1,1
"TRIM16L",0.666666666666667,1,0.714285714285714,1,1,0.777777777777778,0.714285714285714,0.875
"ANO4",1,1,0.714285714285714,0.666666666666667,0.555555555555556,1,1,0.875
"BTBD16",0,0,0.142857142857143,0,0,0.111111111111111,0,0.25
"ATHL1",1,1,1,0.833333333333333,0.666666666666667,0.888888888888889,1,0.5
"LRRFIP1",0,0,0,0,0,0,0,0
"PGS1",0.333333333333333,0,0.142857142857143,0.166666666666667,0.111111111111111,0.111111111111111,0.142857142857143,0.125
"C18orf21",0.666666666666667,0.666666666666667,0.714285714285714,0.833333333333333,0.333333333333333,0.333333333333333,1,0.625
"LEPRE1",0.166666666666667,0,0,0,0,0,0,0
"TRMT5",0,0,0,0,0,0,0,0
"EML3",0,0,0.142857142857143,0,0,0,0,0
"NDUFAF6",0.833333333333333,1,0.285714285714286,0.5,0.555555555555556,0.777777777777778,0.857142857142857,0.75
"TWISTNB",0,0,0,0,0,0,0,0
"GFOD2",0.333333333333333,0.666666666666667,0.285714285714286,0.5,0.222222222222222,0.111111111111111,0.428571428571429,0.125
"EDRF1",0,0,0,0,0,0,0,0.125
"NBPF20",0.333333333333333,0.333333333333333,0,0.333333333333333,0.111111111111111,0.111111111111111,0,0
"ZNF829",0.833333333333333,0.5,0.857142857142857,0.833333333333333,0.555555555555556,0.888888888888889,0.714285714285714,1
"PCGF3",0,0.166666666666667,0.142857142857143,0,0.111111111111111,0.111111111111111,0,0.5
"C1orf106",0.166666666666667,0.333333333333333,0.142857142857143,0.166666666666667,0.555555555555556,0.111111111111111,0,0.375
"MAP7D1",0,0,0,0,0,0,0,0
"UAP1L1",0.166666666666667,0,0,0.166666666666667,0,0,0,0
"C2orf76",0,0,0.142857142857143,0,0.111111111111111,0,0,0
"ALKBH6",0,0,0.428571428571429,0.166666666666667,0.111111111111111,0.333333333333333,0.142857142857143,0.5
"CHD9",0,0,0.142857142857143,0,0,0,0,0
"DAK",0,0,0,0,0,0,0,0
"LSM12",0,0,0,0,0,0,0,0
"TBC1D25",0,0,0.142857142857143,0.333333333333333,0.111111111111111,0.111111111111111,0.142857142857143,0.5
"RGL3",0.666666666666667,1,0.857142857142857,1,0.777777777777778,0.888888888888889,0.571428571428571,0.5
"ZNF528",1,1,1,0.833333333333333,0.888888888888889,1,0.857142857142857,1
"PUS10",0.5,0,0,0,0.111111111111111,0,0.428571428571429,0.125
"HSDL1",0.666666666666667,0.833333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0.444444444444444,0.571428571428571,0.25
"ARL13B",0.333333333333333,0.166666666666667,0.285714285714286,0,0.222222222222222,0.444444444444444,0.428571428571429,0.25
"ZNF718",1,1,1,0.833333333333333,1,1,1,1
"SP6",0.833333333333333,1,1,1,1,0.888888888888889,1,1
"ALDH1L2",0,0.166666666666667,0.714285714285714,0.5,0.111111111111111,0.333333333333333,0.142857142857143,0.125
"GON4L",0,0,0,0,0,0,0,0.125
"GNPTAB",0.333333333333333,0.5,0.142857142857143,0.5,0.222222222222222,0.222222222222222,0.428571428571429,0.875
"CCDC88A",0,0,0.285714285714286,0.166666666666667,0,0,0,0
"RABL6",0,0,0,0,0,0,0,0
"VMA21",0.5,0.333333333333333,1,0.166666666666667,0.222222222222222,0.666666666666667,0.571428571428571,0.25
"TUBB8",0,0,0,0,0,0.111111111111111,0,0.125
"TIMM50",0,0,0,0,0,0,0,0
"LGALSL",0,0,0,0,0.111111111111111,0,0,0.125
"AMZ1",0.5,0.666666666666667,1,0.666666666666667,0.888888888888889,0.888888888888889,1,0.625
"PARP14",0,0,0,0,0,0,0,0
"FUT11",0.166666666666667,0.166666666666667,0.571428571428571,0.5,0.444444444444444,0.444444444444444,0.285714285714286,0.625
"GLYR1",0.166666666666667,0,0,0,0,0,0.142857142857143,0
"CCDC14",0,0.166666666666667,0.285714285714286,0.166666666666667,0.111111111111111,0.222222222222222,0.142857142857143,0.375
"CDNF",1,1,0.571428571428571,0.833333333333333,0.888888888888889,0.777777777777778,0.857142857142857,0.875
"TTC31",0.5,0.333333333333333,0.714285714285714,0,0.222222222222222,0,0.285714285714286,0.5
"CRY2",0.833333333333333,0.833333333333333,0.571428571428571,0.833333333333333,1,0.666666666666667,0.857142857142857,0.75
"C5orf22",0,0,0.142857142857143,0,0,0,0,0
"COX19",0,0,0,0,0.111111111111111,0,0,0
"MAP9",0.5,0.333333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.333333333333333,0.857142857142857,0.375
"C2CD3",0.166666666666667,0,0,0,0,0,0,0
"RIC1",0.166666666666667,0,0.285714285714286,0,0,0.222222222222222,0.285714285714286,0.125
"SUV420H1",0.666666666666667,0.833333333333333,0.285714285714286,0.833333333333333,0.888888888888889,0.666666666666667,0.714285714285714,0.875
"FAM188B",0.166666666666667,0.666666666666667,0.428571428571429,1,0.333333333333333,0.222222222222222,0.428571428571429,0.625
"VPS26B",0,0,0,0,0,0,0,0
"LARP7",0,0,0,0,0,0,0,0
"DK2",0,0.166666666666667,0,0,0,0,0,0
"KCTD21",0,0.166666666666667,0.428571428571429,0.5,0.111111111111111,0,0.142857142857143,0
"GXYLT1",0.166666666666667,0,0,0,0,0,0,0.125
"ACSF3",0,0.666666666666667,0,0,0,0,0,0
"PREPL",0,0,0,0,0,0,0,0
"TBC1D10B",0,0,0,0,0,0,0,0
"TPRN",0,0,0,0,0,0,0,0
"ANO6",0.333333333333333,0.333333333333333,0.428571428571429,0,0.111111111111111,0.222222222222222,0.857142857142857,0.5
"PLCH1",0,0,0,0,0,0,0,0
"FILIP1L",0.5,0,0.142857142857143,0.333333333333333,0.222222222222222,0.111111111111111,0.142857142857143,0
"DL1",0.333333333333333,0.166666666666667,0.428571428571429,0.5,0.333333333333333,0.222222222222222,0.142857142857143,0.375
"ARID4B",0,0,0,0,0,0,0,0
"MRPL51",0.333333333333333,0.833333333333333,0.142857142857143,0,0.666666666666667,0.333333333333333,0.428571428571429,0.5
"GRIPAP1",0,0,0,0,0,0,0,0
"BCL7A",0.166666666666667,0.166666666666667,0,0.166666666666667,0.222222222222222,0.222222222222222,0,0
"CCDC58",0,0,0,0,0,0,0,0
"FLYWCH1",0.833333333333333,0.333333333333333,0.857142857142857,0.5,0.555555555555556,0.777777777777778,0.714285714285714,0.5
"AMOT",0,0.166666666666667,0,0.166666666666667,0,0.111111111111111,0,0.125
"SYTL3",1,1,1,0.666666666666667,0.888888888888889,0.888888888888889,0.714285714285714,0.75
"GREB1",0.166666666666667,0.166666666666667,0,0.333333333333333,0.222222222222222,0.555555555555556,0.571428571428571,0.375
"FNDC1",0.166666666666667,0.166666666666667,0.142857142857143,0.333333333333333,0.333333333333333,0.111111111111111,0,0.125
"SLC9B1",1,1,1,1,1,0.888888888888889,0.857142857142857,0.875
"VWA3B",0.5,0.5,0.142857142857143,0.333333333333333,0.111111111111111,0.222222222222222,0.571428571428571,0.5
"PAN2",0,0.333333333333333,0.142857142857143,0,0,0.111111111111111,0,0
"C4orf46",0.833333333333333,0.5,0.857142857142857,0.666666666666667,1,0.888888888888889,0.571428571428571,0.875
"LIN52",0,0,0,0.333333333333333,0.444444444444444,0.111111111111111,0.142857142857143,0.125
"FAM98B",0,0,0,0,0,0,0,0
"EPC2",0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.222222222222222,0.111111111111111,0.142857142857143,0.125
"ARHGAP29",0,0,0,0,0,0,0,0
"PDCD4",0,0,0,0,0,0,0,0.125
"FNDC3B",0.666666666666667,0.333333333333333,0.428571428571429,0.5,0.444444444444444,0.222222222222222,0.428571428571429,0.125
"CRTC2",0,0,0,0.166666666666667,0.111111111111111,0.111111111111111,0,0
"AGPAT9",1,0.666666666666667,0.571428571428571,1,0.777777777777778,0.777777777777778,1,0.875
"CEP55",0,0,0,0,0,0,0,0
"C17orf85",0,0,0,0,0,0,0,0
"TP53I3",0,0,0,0.166666666666667,0,0,0,0
"C11orf73",0,0,0,0,0,0,0,0
"ORMDL2",0.5,1,0.714285714285714,0.666666666666667,0.888888888888889,0.888888888888889,0.714285714285714,0.75
"ACSM3",0,0,0.285714285714286,0.166666666666667,0.333333333333333,0.333333333333333,0,0
"IFI44L",0.333333333333333,0.333333333333333,0.428571428571429,0.666666666666667,0.444444444444444,0.444444444444444,0.428571428571429,0.375
"PHLDA2",0,0,0,0.5,0.222222222222222,0.111111111111111,0.142857142857143,0
"PDLIM3",0,0.333333333333333,0.428571428571429,0.333333333333333,0.222222222222222,0.444444444444444,0.142857142857143,0
"PLEKHO1",0.5,0.333333333333333,0.857142857142857,0.333333333333333,0.333333333333333,0.333333333333333,0.428571428571429,0.5
"PARP10",0.166666666666667,0.333333333333333,0.142857142857143,0,0,0.222222222222222,0,0
"HSD17B12",0,0.166666666666667,0,0.333333333333333,0,0.222222222222222,0,0.25
"GLE1",0,0,0,0,0,0,0,0
"USP39",0,0,0,0,0,0,0,0
"KLHL22",0,0,0.285714285714286,0.166666666666667,0,0.111111111111111,0,0.125
"AGK",0.333333333333333,0.166666666666667,0.285714285714286,0,0,0.111111111111111,0,0
"SETMAR",0,0,0,0,0.111111111111111,0,0,0.125
"TRMT12",0.666666666666667,0.666666666666667,1,0.5,0.777777777777778,0.777777777777778,0.571428571428571,0.75
"PLA1A",0.833333333333333,1,1,1,0.666666666666667,1,1,0.875
"AKIRIN2",0.833333333333333,0.333333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.777777777777778,0.571428571428571,0.875
"LACTB2",0,0,0,0,0,0,0,0
"PYCRL",0,0,0,0,0,0,0,0
"CCDC92",0,0,0.285714285714286,0.5,0.666666666666667,0,0.285714285714286,0
"KLHL26",1,0.833333333333333,0.571428571428571,0.5,0.777777777777778,0.777777777777778,0.714285714285714,1
"TSSC1",0,0,0,0,0,0,0,0
"CDCA8",0.166666666666667,0,0,0,0.222222222222222,0,0,0.125
"SOWAHC",0,0,0,0.166666666666667,0,0,0,0
"LBH",0.5,0.333333333333333,1,0.5,0.555555555555556,0.222222222222222,0.571428571428571,0.375
"ARHGAP15",0.833333333333333,0.833333333333333,0.571428571428571,0,0.888888888888889,0.555555555555556,0.571428571428571,1
"FASTKD1",0.166666666666667,0.666666666666667,0.142857142857143,0,0.111111111111111,0.111111111111111,0.285714285714286,0.25
"ANKRD39",0,0,0.142857142857143,0,0,0,0,0
"KRTCAP3",0.666666666666667,0.5,0.714285714285714,0.666666666666667,0.777777777777778,0.888888888888889,0.857142857142857,0.875
"BOLA3",0,0,0,0,0,0,0,0
"COBLL1",0,0,0.142857142857143,0.166666666666667,0,0,0,0
"HS1BP3",0,0,0,0,0,0,0,0
"TAF1B",0.5,0,0.285714285714286,0.166666666666667,0,0.222222222222222,0,0.375
"INO80D",0.333333333333333,0.666666666666667,0.285714285714286,0.5,0.333333333333333,0.444444444444444,0.571428571428571,0.375
"WDR81",0,0,0,0,0,0,0,0
"SGOL2",0,0,0,0,0,0,0,0
"ACTBL2",0,0,0,0,0,0,0,0
"CCDC93",0,0,0,0,0,0,0,0
"MPV17L2",1,1,1,1,1,1,1,0.875
"ZNF385B",0.666666666666667,0.666666666666667,0.285714285714286,0.5,0.777777777777778,0.888888888888889,0.857142857142857,0.625
"ESCO2",0.5,0.5,0.142857142857143,0.166666666666667,0.666666666666667,0.555555555555556,0.857142857142857,1
"EAPP",0.333333333333333,0.166666666666667,0,0,0.111111111111111,0.111111111111111,0.428571428571429,0.25
"OCIAD2",0.833333333333333,0.166666666666667,0.142857142857143,0.333333333333333,0.444444444444444,0.333333333333333,0.142857142857143,0.25
"SFT2D3",0.5,0.333333333333333,0.571428571428571,0.333333333333333,0.666666666666667,0.666666666666667,0.857142857142857,0.75
"TDRD12",0.833333333333333,0.666666666666667,0.285714285714286,0.833333333333333,0.777777777777778,0.666666666666667,0.571428571428571,0.625
"PAN3",0,0,0,0,0.111111111111111,0,0,0
"PLEKHG4",0,0.166666666666667,0,0,0,0.111111111111111,0,0
"BRDT",1,1,1,1,0.888888888888889,1,1,1
"HSP90AB4P",0,0,0,0,0,0.111111111111111,0,0.125
"HSP90AB2P",0,0,0,0,0,0,0,0
"HSP90AA5P",0.166666666666667,0.333333333333333,0.714285714285714,0.666666666666667,0.555555555555556,0.444444444444444,0.857142857142857,0.5
"HSP90AA4P",0,0,0,0,0,0,0,0.125
"DCAF6",0.333333333333333,0.166666666666667,0.428571428571429,0.333333333333333,0.666666666666667,0.444444444444444,0.428571428571429,0.75
"TMEM41B",0.666666666666667,0.833333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0.333333333333333,0.571428571428571,0.625
"ODF2",0,0,0,0,0,0.111111111111111,0,0
"TMEM128",1,0.833333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.888888888888889,1,0.875
"YIF1B",0.333333333333333,0.166666666666667,0.857142857142857,0.5,0.222222222222222,0.222222222222222,0.428571428571429,0.75
"ALG10B",1,1,1,1,1,1,1,0.875
"C19orf54",0.5,0.333333333333333,0.428571428571429,0.333333333333333,0.333333333333333,0.666666666666667,0.857142857142857,0.625
"FAM133B",0,0.166666666666667,0.142857142857143,0,0,0.222222222222222,0,0.125
"ZNF326",0,0,0,0,0,0,0,0
"C4orf48",0.833333333333333,0.833333333333333,0.714285714285714,1,0.888888888888889,0.777777777777778,1,0.875
"NOM1",0,0,0,0.166666666666667,0,0,0,0
"DALRD3",0.333333333333333,0,0.571428571428571,0.666666666666667,0.555555555555556,0.333333333333333,0.571428571428571,0
"MEST",0.833333333333333,0.666666666666667,0.714285714285714,0.666666666666667,0.888888888888889,0.777777777777778,0.714285714285714,0.875
"RILPL1",0,0,0,0.166666666666667,0,0,0,0
"PDZD11",0,0,0,0,0,0,0,0
"CMPK2",0.5,0.333333333333333,0.571428571428571,0.166666666666667,0.444444444444444,0.555555555555556,0.857142857142857,0.75
"CARD16",1,0.833333333333333,1,0.333333333333333,0.555555555555556,0.777777777777778,0.857142857142857,1
"DJC21",0,0,0,0,0,0,0,0
"SGOL1",1,1,0.714285714285714,0.5,0.777777777777778,0.888888888888889,1,0.875
"ZRANB3",0.5,1,1,0.833333333333333,0.666666666666667,0.555555555555556,0.428571428571429,0.625
"ZNF789",1,0.833333333333333,0.571428571428571,0.833333333333333,0.555555555555556,0.888888888888889,0.857142857142857,0.375
"TNFAIP8L3",1,0.833333333333333,1,1,0.888888888888889,1,1,0.875
"HERC4",0,0,0,0,0,0,0,0
"PIGG",0.5,0,0.714285714285714,0.5,1,0.666666666666667,0.857142857142857,0.5
"BCORL1",0,0.333333333333333,0.142857142857143,0.166666666666667,0.333333333333333,0.444444444444444,0.285714285714286,0.25
"KRCC1",0.833333333333333,1,1,1,1,1,1,1
"ARMCX4",1,1,0.571428571428571,0.833333333333333,0.666666666666667,0.777777777777778,0.714285714285714,0.5
"PPP6R3",0,0,0,0,0,0,0,0
"DDX60L",0,0,0,0,0.111111111111111,0,0,0
"FIGN",0.666666666666667,0.666666666666667,0.857142857142857,0.833333333333333,0.444444444444444,0.444444444444444,0.142857142857143,0.25
"KIAA2026",0.5,0.833333333333333,0.428571428571429,0.666666666666667,0.666666666666667,0.444444444444444,0.571428571428571,0.75
"MTX3",0,0.166666666666667,0,0.333333333333333,0,0,0,0
"RABL3",0,0.166666666666667,0.285714285714286,0,0.222222222222222,0,0,0
"FAM76B",0,0,0,0,0.111111111111111,0.222222222222222,0,0
"COQ5",0.166666666666667,0.5,0,0,0,0.222222222222222,0.428571428571429,0.25
"SH3D19",0,0,0,0.833333333333333,0,0,0,0
"NHSL2",0.666666666666667,1,1,1,1,1,1,1
"C6orf226",0.833333333333333,0.666666666666667,0.714285714285714,0.666666666666667,0.888888888888889,0.555555555555556,1,0.875
"EMC4",1,0.666666666666667,0.571428571428571,0.166666666666667,0.777777777777778,1,1,0.75
"NOMO2",0,0,0,0,0,0,0,0
"EARS2",0.333333333333333,0,0,0,0,0,0,0
"C3orf38",0,0,0,0,0,0,0,0
"METTL10",0.166666666666667,0.833333333333333,0.142857142857143,0.333333333333333,0.888888888888889,0.222222222222222,0.285714285714286,0.75
"CT47A1",1,1,1,0.833333333333333,0.888888888888889,1,1,1
"MIA3",0,0,0,0,0.222222222222222,0.222222222222222,0,0.375
"PAGE2",0.666666666666667,0.833333333333333,0.857142857142857,0.666666666666667,0.555555555555556,0.777777777777778,1,0.875
"PITRM1",0,0,0,0,0,0,0,0
"NHLRC3",0.166666666666667,0.166666666666667,0,0.333333333333333,0.333333333333333,0.222222222222222,0.285714285714286,0.5
