"","X786O","A498","A549","ACHN","BT549","CAKI1","CCRFCEM","COLO205","DU145","EKVX","HCC2998","HCT116","HCT15","HL60","HOP62","HOP92","HS578T","HT29","IGROV1","K562","KM12","LOXIMVI","M14","MALME3M","MCF7","MDAMB231","MDAMB435","MDAMB468","MOLT4","NCIADRES","NCIH226","NCIH23","NCIH322M","NCIH460","NCIH522","OVCAR3","OVCAR4","OVCAR5","OVCAR8","PC3","RPMI8226","RXF393","SF268","SF295","SF539","SKMEL2","SKMEL28","SKMEL5","SKOV3","SN12C","SNB19","SNB75","SR","SW620","T47D","TK10","U031","U251","UACC257","UACC62"
"PRKAA2",0,0.5,1,1,0.5,0,0,1,1,1,0.5,0.5,0,1,1,1,0,0,1,0,0.5,0,0,1,0,1,1,1,0,1,1,0,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0.5,1,1,1,1,1,0,1
"EPHB4",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1
"NCKAP1L",1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
"HNRNPK",0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0.5,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0.5,0,1,1,1,1,0,0,0.5,1,1,0,1,1,0,0,1,1,1,1,0.5,0,1,1,1,0,0
"ST5",1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,0,1,0,1,1
"DSC2",1,1,1,1,1,0,0,1,1,1,1,1,0.5,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0.5,1,1,1,0,0,1,1,1,0
"PLAUR",1,1,0.5,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5,1,0,0.5,0,1,1,1,0,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0,0,1,1,1,1,1,0.5,0.5,0.5,1,1,0.5,0,0,0,0.5,1,0.5,0
"ICA1",1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
"AUH",0,0,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
"GRB7",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0.5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0
"KCB1",0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0.5,1,1,1,1,1,0,0,0,1,1,0,0,0.5,0,0.5,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"FNDC3B",1,0,1,1,0.5,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1
"RBM20",0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
"CD276",1,1,0.5,1,0,0,0,0,1,1,1,1,0,0.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0.5,1,1,1,0,0,0,0,0.5,1,1,1,1,1,0,0,1,1,1,1,0.5,1,0,1,1,0.5
"AFMID",0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0.5,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"TTLL5",1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0.5,0,1,0,1,1,0,1,0,0,1,1,1
"PLBD1",0.5,1,0,0,1,0.5,0,1,0.5,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,0,0,0.5,1,0,1,1,1,0.5,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,0,1,1,1,0,0.5,0.5,1,1,1,1,0,0,1
"ESPNL",1,1,1,0.5,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
"USP43",1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
"ALPK2",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1
"LACC1",1,0,0.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0.5,0,1,1,0,0,0
"FOXRED2",1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0.5,1,1,1,1,1,0.5,1,0,1,1,1,0,1,1,1,0,1,1
"BRSK2",0.5,1,1,1,1,0,1,0,1,1,1,1,1,0.5,0,1,0,1,1,0,0,1,0.5,0.5,0,1,1,0,1,1,0.5,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"FAM126B",1,0,1,1,0.5,1,1,1,1,1,0,1,1,1,0,1,0,0,0.5,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
"CKAP2L",1,0.5,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0.5,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
"RBFA",0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1
"CISD2",1,0,1,0,0,0,0,1,1,1,1,0.5,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0.5,0,1,1,0,1,1,1,1,0.5,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.5,1,0,1,0,0,1,0.5
"BANP",0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0.5,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1
"PCSK9",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,0,1,1,1,1,0,1,0,1,0.5,1,0.5,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.5,1,0.5,1,0.5,1,0.5,0
"TBC1D16",1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0.5,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
"SH3RF2",1,1,0,1,1,0,1,0,1,1,0,0.5,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0.5,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0.5,0,1,1,0,0
"GATSL3",1,1,1,1,0,0.5,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.5,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
"CTTNBP2",1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0.5,1,1,0,1,1,1,1,1,1,1,1,1,1
"ADAT3",0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0.5,0,1,1,1,0.5,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1
"IFT140",1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1
"PAFAH2",1,1,0,1,1,0,1,1,1,1,1,0,1,1,0.5,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0.5,0,0,1,0,1,0.5,1,1,0,0,0,1,0,1,1,1,1,1,1
"ZNF670",1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0.5,1,1,0,1,1,0.5,0,0.5,0,0,1,0,1,0
"FUT8",1,1,0,0,0.5,0,1,1,1,1,1,0.5,1,0,1,1,1,0.5,0.5,0,0.5,1,0,1,1,1,0,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0.5,0,1,1,1,0.5,0,1,1,1,0
"FRMD8P1",1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0.5,1,0,1,0,1
"SPRY4",0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0.5,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
"ZCCHC4",1,1,0,0,1,0,0.5,1,1,0.5,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0.5,1,1,1,1,0,0,1,1,1,0,0,1,1,0
"ESRP2",1,1,0,0.5,0,0.5,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0
"ACP6",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.5,1,1,0,0,1,1,1,0,1,1,0,0.5,0,1,1,0,0,1,1,1,1,1,0,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"HECW2",0,0,0,0,0.5,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.5,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0
"ERRFI1",1,1,1,0,1,0,0,0.5,1,1,0,1,1,0,1,1,0,0,0.5,0,1,1,0,1,1,1,1,1,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,1,1,0.5,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0
"NOVA2",1,1,0,1,1,0,1,1,1,1,0.5,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.5,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0.5,1,0,0,0,1,1,1,1,1,1,0,1,1,0.5,0,0,1
"ATP11B",1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0.5,1,0,1,1
"ROBO1",0.5,0.5,0,0,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,0,0.5,0.5,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0,1,1,1,1,1,1,1
"ISPD",0,1,1,1,0.5,0.5,1,0,1,0,1,1,1,0,1,1,0.5,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0
"ARHGAP42",1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0.5,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0.5,0,0,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,1,0.5,1,0,1,1,1,1,1
"ZNF732",1,0.5,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1
"ERC2",1,1,0,0.5,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1
"MDM4",1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0.5,1,0.5,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0.5,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1
"PER1",1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"FAM20B",1,1,0.5,1,1,0,0,1,1,1,1,1,0.5,0,0.5,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0.5,0,1,1,0,0
"DJB5",0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0.5,1,0.5,0,1
"SNCG",0,1,1,1,0,1,1,1,0.5,0.5,0,1,1,0,1,1,0,1,1,1,0,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,0,0.5,0.5,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1
"SLIT2",1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0.5,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"TOMM40",1,0.5,1,1,0,1,1,1,1,1,1,1,0.5,1,0,0.5,0,1,0.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0.5,1,1,0.5,1,1,1,1,0,1,1,0
"PLAT",0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0.5,1,0,1,0,1,1,1,1,1,1,1,0.5,1,0,0,1,0,0,0,0,1,1,0,0.5,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,0,1,1,1
"FTL",1,1,1,1,1,1,1,0,1,1,0,0.5,0,1,0,1,1,0,1,1,0,0,1,1,0,0.5,0.5,0.5,1,1,1,1,0,1,0.5,1,0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,0,0,1,1,1
"FABP1",0,1,0,0.5,0,1,0,1,0,0,1,0,0,1,0.5,0,1,0,1,0.5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.5,1,1,1,1,0,1,1,1,0,1,1,0,1,0.5,1
"FGF2",1,1,1,1,1,1,0,1,1,1,0.5,0.5,1,0,1,1,1,0,0.5,1,1,1,0,1,0,0.5,0,1,0,1,1,0.5,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0.5,1,1,1,1,0,0
"RAB34",1,0.5,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.5,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0.5,0,1,0.5,0,0.5,0,1,0,1,1,1,1
"TFPI",1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,0.5,0.5,1,0.5,1,0.5,1,1,1,0.5,1,0,1,1,1,1,1,0,0,1,1,1,0.5,1,0,1,1,1,0.5,0,1
"TIMP2",0,1,0,1,1,1,0.5,0,1,0,1,0,1,1,1,1,1,0,1,0.5,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,1,1,0.5,1,1,1,0,1,1,1,1,1,0.5
"ITGB8",1,0,1,0,1,0,1,0,1,1,0,0,0,1,0.5,1,0,1,1,1,0,1,1,0,0,0.5,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.5,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"PTPRM",1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0.5,0.5,1,1,1,0.5,1,1,1,0,0,0,1,1,1,0,1
"CD1B",1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0.5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0.5,1,1,1,1,1,0.5,1,1,0,0,1,0,1,0,1,0,1,1,1
"THBS2",1,0,0,0.5,1,1,1,1,0,1,1,0,1,1,0,1,1,0.5,1,0,1,1,1,0.5,0,1,1,1,0,1,1,0,1,0,0,0.5,1,1,1,1,0,1,0,0,1,1,0.5,0,1,1,1,1,0.5,1,0,1,1,1,1,1
"SLC1A4",1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0.5,1,0.5,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
"ZAP70",1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
"AMPH",0.5,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.5,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"ATXN1",0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0.5,1,1,0,0.5,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0.5,1,0,1
"TERF1",1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.5,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
"PHC1",0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1
"PKP1",1,1,1,0,0,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1
"DHCR24",1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0.5,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0
"STK11",0,0,0.5,1,1,1,0,1,1,1,1,1,1,0,1,0.5,1,0.5,1,1,0.5,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1
"TMEM132A",1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0.5,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"SHROOM1",1,0,0,0,0.5,1,1,1,1,0.5,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0.5,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1
"DNLZ",1,1,1,0,1,0,1,1,1,1,1,0.5,1,0,0,0.5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0.5,1,0,1,0,1,0
"ZNF618",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0.5,1,1,0,1,1,1,0,1,1,0,1,1,0.5,1,1,0.5,1,1,0,1,1,1,0,1,0,1,1,1,1
"TTC39B",1,1,0,0.5,1,1,0,1,0,0,1,1,1,0,0.5,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1
"ALKBH2",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
"PRPF40B",1,1,1,1,1,1,0,1,1,1,0,1,0.5,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0.5,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1
"MIS18BP1",1,0.5,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1
"RHBDF2",1,1,1,0.5,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1
"C15orf39",0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.5,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0.5
"CCDC80",1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1
"C16orf59",0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0.5,0,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0.5,1,1,0,1,0,1,1,0,1,1,0.5,1,0.5,1,1,0,0,1,0,0
"STRADA",1,1,0,1,0,1,1,0.5,0,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0
"CAMKMT",0,0,1,1,0,0,1,1,1,1,1,0.5,1,1,0,0.5,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0
"GPBP1",1,1,1,0,0,1,1,1,1,1,0,1,0.5,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0
"PROSER1",1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0.5,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0.5,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1
"PHYKPL",0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
"V3",1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1
"KMT2E",0,1,1,1,0,1,0,1,1,1,1,0.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.5,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0
"SIX5",1,1,1,0,0,0,0,0,0.5,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0.5,1,0,1,1,0,1,0,1,1,0,1,1,0.5,1,1,0,1,1,1,1,1,0,1,1,0,0.5,1,1,1
"CBR4",0,1,0,1,0,0.5,1,1,1,1,1,1,0.5,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0.5,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.5,1,1,1,1,1,0,0,0
"FAM101B",1,1,1,1,1,1,1,0,1,1,0,1,0.5,1,1,1,1,1,1,0.5,0,1,1,1,0,0.5,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0.5,1,1,0,1,0,1,0.5,1,0,1,1,0,1,0.5
"TSTD1",1,1,0.5,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.5,0,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,0,0.5,1,0,0,0,0,0,1,0,1,0.5,0,0,1,1,1,1,0.5,1,1,0
"FBXO18",1,0,0,1,0,1,1,0,1,1,0,1,1,0.5,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
